rank,score,verdict,author,followers_raw,author_followers,rel_amp,likes,retweets,engagement,reach_median,tweet
394,55,Has legs,jtimberlake,41000000,140,0.087,56,90,236.0,627,"""@NadyAvak: @jtimberlake I think the Lakers should sign you to a 10-day contract. You have 3-pt range, right?"" Yes!! Put"
395,54,Has legs,TheEllenShow,65000000,145,18.161,58208,23655,105518.0,712,"He did it! He really did it! @LeoDiCaprio, I love you #Oscars"
396,54,Has legs,jtimberlake,41000000,140,5.498,8041,3424,14889.0,712,Wow.
397,54,Has legs,taylorswift13,83000000,147,4.794,48518,50814,150146.0,702,I love you guys so much.
398,54,Has legs,rihanna,59000000,144,2.026,5184,3886,12956.0,661,“@KingJames: Shakira &amp; Rihanna though!?!? They should have kept that to themselves. Not fair to mankind! Lol.” The K
399,54,Has legs,KimKardashian,48000000,142,1.672,7896,2405,12706.0,631,"""She's NORTH MF WEST! She'll be fine!"" BLOOP!"
400,54,Has legs,ddlovato,41000000,140,1.197,17952,10502,38956.0,642,OH SHIT.... PASSENGERS ARE COMPLAINING!!!!! THEY MAY GET KICKED OFF!!!!!
401,54,Has legs,ddlovato,41000000,140,1.038,15989,8883,33755.0,686,Singing my new album on the treadmill.. Already training for the #FutureNowTour ... You ready???
402,54,Has legs,jtimberlake,41000000,140,0.457,681,278,1237.0,689,"“@chelseaVcooper: You don't believe that do you, Chelsea..? Although, some of those outfits..."
403,54,Has legs,taylorswift13,83000000,147,0.373,2585,4558,11701.0,659,At MTV in NY-- about to go live with Sway for the premiere of the #WANEGBT music video!! Turn on the TV!
404,54,Has legs,ddlovato,41000000,140,0.362,5430,3184,11798.0,664,@lovatoftjonas right?!! In reality... If I'm gonna drag someone I'll just straight up do it! 😂
405,54,Has legs,katyperry,95000000,149,0.282,1140,1452,4044.0,640,Did someone hack your twitter? “@onlyLeah: To wear lashes or not to wear lashes... That is the question?”
406,54,Has legs,KimKardashian,48000000,142,0.201,1016,255,1526.0,657,@ChantelJeffries thank you for doing this! Can't wait for everyone to see it! Xo
407,54,Has legs,katyperry,95000000,149,0.141,817,600,2017.0,715,@curryswift is this confirmation enough? #PRISM
408,54,Has legs,jtimberlake,41000000,140,0.061,65,50,165.0,662,".@akelly728 Aaah!!! Finally... Somebody lets me know that they understood the fun of what I was doing..! Thank you, Alic"
409,53,Has legs,selenagomez,45000000,141,4.782,44023,21592,87207.0,664,I can't believe it's finally here.. see you tonight at the @RevivalTour!! 🎉
410,53,Has legs,justinbieber,91000000,148,4.248,230889,185758,602405.0,654,Feels good to just be happy :)
411,53,Has legs,TheEllenShow,65000000,145,2.573,9305,2821,14947.0,741,"Happy birthday, @KanyeWest! I love you as much as you do."
412,53,Has legs,ddlovato,41000000,140,2.4,36024,21037,78098.0,725,Where is #OliviaPope when you need her?
413,53,Has legs,rihanna,59000000,144,1.93,3148,4598,12344.0,601,#CARDIFF HELLLOOOOO!!!!! We back up in dis bitch!!! #UK you are allllll miiiine!!!!!! I came back to run dis town!!! #it
414,53,Has legs,justinbieber,91000000,148,1.4,78711,59940,198591.0,642,Happy birthday @TheMattEspinosa!!! Go see my new video on @shots!
415,53,Has legs,katyperry,95000000,149,1.275,6971,5652,18275.0,688,GOOD morning! (from TOKYO) I woke up to the news that we are #1 with the #PRISM debut &amp; become the biggest record by
416,53,Has legs,rihanna,59000000,144,1.005,1736,2345,6426.0,645,"And on that note, glam starts NOW!!! New cover shoot today! I got a hustler spirit nigga, PERIOD."
417,53,Has legs,ddlovato,41000000,140,0.933,13145,8649,30443.0,622,#CONFIDENT video teaser #2 coming later today!!! Follow @MarriottRewards to see it first!!!
418,53,Has legs,Cristiano,52000000,142,0.732,622,1348,3318.0,655,Hi everyone. Thank you for all your ideas to #Celebrate15M on twitter.
419,53,Has legs,jimmyfallon,42000000,140,0.597,916,208,1332.0,670,“@961KISS: @jimmyfallon we’re already playing ‘EW’ this morning in Pittsburgh #TimelessClassic” love you guys. Thanks! E
420,53,Has legs,justinbieber,91000000,148,0.572,32176,24449,81074.0,681,@etalkCTV I love @KarlLagerfeld
421,53,Has legs,ladygaga,64000000,145,0.56,2969,1729,6427.0,720,@U2 all hail You Too
422,53,Has legs,KimKardashian,48000000,142,0.345,1768,427,2622.0,662,West coast!! A brand new #KUWTK is on right now!
423,53,Has legs,ladygaga,64000000,145,0.271,1895,607,3109.0,595,@BrunoVini1 u are so sweet thank u! I think I'll do the same and go out to buy a physical and then take a stroll!
424,53,Has legs,britneyspears,36000000,138,0.154,214,188,590.0,714,@w0rkspears happy bday gabriel!
425,53,Has legs,selenagomez,45000000,141,0.142,332,1130,2592.0,591,"@LucasLeite_ Working on that next week, can't wait for you guys to see it.  ANy idea's what song it will be for?"
426,53,Has legs,KimKardashian,48000000,142,0.123,704,117,938.0,664,@realsarina love asos!!!
427,53,Has legs,Twitter,55000000,143,0.111,76,20,116.0,607,@oxguin Haven't we all? #LoveTwitter
428,53,Has legs,selenagomez,45000000,141,0.107,449,754,1957.0,619,@TeamQueenlena Thank You!!!!
429,53,Has legs,selenagomez,45000000,141,0.101,433,705,1843.0,624,@PreachGomez Thank You.
430,53,Has legs,selenagomez,45000000,141,0.092,258,707,1672.0,680,@Pam72210 Hello to you
431,53,Has legs,Cristiano,52000000,142,0.088,97,152,401.0,653,I practice with the team a lot. My fans keep me motivated. @_Hardyy @Cristiano how do you train to have fast feets?
432,53,Has legs,selenagomez,45000000,141,0.081,193,644,1481.0,625,"@fritzklee that's so sweet, Thank you so much! This song is for you all!!"
433,53,Has legs,Cristiano,52000000,142,0.032,27,60,147.0,702,I'm not sure. I'd love to go sometime. @nafu786 @cristiano when do you plan on visiting south africa again?
434,53,Has legs,Cristiano,52000000,142,0.03,24,56,136.0,661,@Ochocinco Levante? Is this the jetlag talking? The game Sunday will be in Madrid close to your hotel.
435,52,Has legs,ArianaGrande,42000000,140,3.651,63311,41580,146471.0,733,YAAAAAAS AMERICA 💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜 LOVE WON. LOVE WINS. AND IT AL.WAYS. WILL. 🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂
436,52,Has legs,TheEllenShow,65000000,145,2.81,12965,1681,16327.0,678,"Happy birthday, @Kelly_Clarkson! I hope you celebrate with your new little Clarkson and your little Clarkdaughter."
437,52,Has legs,jtimberlake,41000000,140,2.732,5666,866,7398.0,592,And to my very good buddy... @ChrisStapleton !! You deserve it brother!!!! --JT
438,52,Has legs,selenagomez,45000000,141,1.903,5956,14376,34708.0,667,"""Oh na, na. What's my name?"" Rihanna rocks"
439,52,Has legs,jtimberlake,41000000,140,1.712,2573,1031,4635.0,657,"“@theshadowboxers: This new MJ and JT ""Love Never Felt So Good"" is incredible. Feels like it was meant to be.” 🙏"
440,52,Has legs,taylorswift13,83000000,147,1.441,11518,16815,45148.0,652,I Knew You Were Trouble comes out tonight at midnight. Ready to hear more about my romantic misadventures????
441,52,Has legs,britneyspears,36000000,138,1.359,2565,1299,5163.0,687,...and we're back Vegas! How was everyone's weekend?
442,52,Has legs,ArianaGrande,42000000,140,1.229,29332,9984,49300.0,651,I love you Los Angeles @1027KIISFM thank you so much 🌙
443,52,Has legs,TheEllenShow,65000000,145,0.976,4450,615,5680.0,675,"Happy birthday, @kourtneykardash! Love, Kousin Karla."
444,52,Has legs,britneyspears,36000000,138,0.886,694,1344,3382.0,640,SO excited @iamwill! The fans are unstoppable... should we give them another taste of the video today?
445,52,Has legs,ddlovato,41000000,140,0.775,14102,5581,25264.0,601,Just now watched the @ufc fights...... Daaayyuuummm!!!!
446,52,Has legs,ddlovato,41000000,140,0.772,11069,7061,25191.0,647,Thank you guys!! @TheVampsband
447,52,Has legs,KimKardashian,48000000,142,0.431,2330,475,3280.0,672,Who's watching Dash Dolls on E now?!? These girls are so funny!
448,52,Has legs,katyperry,95000000,149,0.318,1323,1621,4565.0,699,😘 “@r0ckmekaty: #PRISM is #1 on iTunes in Brazil mom!!! @katyperry so proud of u and i love u so much”
449,52,Has legs,britneyspears,36000000,138,0.298,649,245,1139.0,657,@yaelgrobglas Thank you! I already know I’m going to love it!
450,52,Has legs,ladygaga,64000000,145,0.277,1971,603,3177.0,641,@Robert4533 go with your friends! Wear a flag! Talk about the future!
451,52,Has legs,shakira,42000000,140,0.189,217,120,457.0,623,"@JaumeRamon6 Wow, that was incredibly fast! #daretodream ShakHQ"
452,52,Has legs,selenagomez,45000000,141,0.145,882,885,2652.0,604,@letslivef0rever thank you! xoxo
453,52,Has legs,selenagomez,45000000,141,0.142,822,887,2596.0,639,@pr1denialler thank you! xoxo
454,52,Has legs,KimKardashian,48000000,142,0.129,678,153,984.0,628,@MolestMeKardash got it! i already sent to the team!!!! thank you for this! i love this!
455,52,Has legs,selenagomez,45000000,141,0.111,282,874,2030.0,640,"My girl Lindsey just put me on a vocal time out. --As Stewie once said ""whaaaaaa??"" oh outings with the band."
456,52,Has legs,britneyspears,36000000,138,0.105,190,107,404.0,621,@weiiiird Cool! Which one is your favorite? #2DaysTillBritneyJean
457,52,Has legs,Twitter,55000000,143,0.07,40,17,74.0,659,@HANNAHYPENA Just seeing this Tweet alone is melting our heart! 😍
458,52,Has legs,jtimberlake,41000000,140,0.01,8,10,28.0,718,.@EsteeStanley You ask the question as if you only have 1 problem... Bam.
459,51,Has legs,taylorswift13,83000000,147,8.331,112801,74064,260929.0,658,"Cause the hackers gonna hack, hack, hack, hack, hack..."
460,51,Has legs,rihanna,59000000,144,4.981,18929,6464,31857.0,616,"#BALTIMORE you were an absolute joy to be a part of last night! Thank you, I enjoyed you so much! #BOSTON you're up! #AN"
461,51,Has legs,Twitter,55000000,143,3.006,1657,748,3153.0,634,"It's #Fridaythe13th 👻 
What's scaring you the most today?"
462,51,Has legs,katyperry,95000000,149,2.917,10762,15520,41802.0,628,IT'S A PRISMATIC DAY!!!!💫⚡️🎉🎶🌈
463,51,Has legs,TheEllenShow,65000000,145,1.526,7050,908,8866.0,701,Happy Take Your Dog to Work Day! I take my dog to work every day. Except Thursdays. That’s his carpool day.
464,51,Has legs,selenagomez,45000000,141,1.519,4415,11641,27697.0,623,Gomezing trending.... I love you guys.
465,51,Has legs,justinbieber,91000000,148,1.141,77600,42077,161754.0,639,Just heard the news. Amazing. That is what Christmas is all about. @Choir_NHS congrats!! Very cool
466,51,Has legs,katyperry,95000000,149,1.035,6930,3951,14832.0,681,SURPRISE AUSTRALIA! I just decided to pop by &amp; crash @sunriseon7 LIVE tomorrow morning @ 730am! Come hang w/me in th
467,51,Has legs,katyperry,95000000,149,0.907,6266,3372,13010.0,626,GUESS WHAT LONDON?! I've JUST released some new floor TICKETS especially for you! 😍 See you at the O2 this week... http:
468,51,Has legs,justinbieber,91000000,148,0.634,35759,27067,89893.0,612,@Z100NewYork @OzzyOsbourne love Ozzy.
469,51,Has legs,selenagomez,45000000,141,0.538,1263,4277,9817.0,646,"You did such a good job!! Congrats RT @EmilyOsment: #cyberbully is trending!! WOO you guys are spectacular, thank you!"
470,51,Has legs,YouTube,60000000,144,0.527,504,108,720.0,609,@JoshuaDtown And what an amazing 365 videos it's been. Congratulations! This is incredible!!
471,51,Has legs,shakira,42000000,140,0.487,463,356,1175.0,613,@KingJames LeBron when I grow up I want to be like you! Big fan!!
472,51,Has legs,katyperry,95000000,149,0.451,4055,1207,6469.0,590,@royale_lala @Musicnews_feed what do you want a picture of today's newspaper by my head?
473,51,Has legs,selenagomez,45000000,141,0.325,836,2551,5938.0,665,"MERRY CHRISTMAS, HAPPY HOLIDAYS, HAPPY NEW YEAR!!!!!!  

http://www.youtube.com/watch?v=YC-Xc45QnLI http://fb.me/O0axr"
474,51,Has legs,ArianaGrande,42000000,140,0.307,7861,2239,12339.0,635,@covergirlAri yeaaaa I'll probably always say that.... i love change. i love new. but you'll see what i mean.
475,51,Has legs,jimmyfallon,42000000,140,0.137,257,24,305.0,659,"“@chelktty: @jimmyfallon I love the games you play with your guests, like water war! Hilarious!!” Yes"
476,51,Has legs,britneyspears,36000000,138,0.129,243,124,491.0,623,@Biebersgomezing Luv you!
477,51,Has legs,Twitter,55000000,143,0.083,55,16,87.0,609,@Mopishfool375 This is our favorite tongue twister! 😜
478,51,Has legs,YouTube,60000000,144,0.021,19,5,29.0,524,@DonSiblon Such an amazing #ProudToBe story. Thank you for this!
479,50,Has legs,britneyspears,36000000,138,14.947,21683,17684,57051.0,609,.@MileyCyrus Love you so much!  Thank you for coming to #PieceOfMe! I adore you :)
480,50,Has legs,instagram,45000000,141,2.425,1873,715,3303.0,597,“Take those moments to pause and watch the world around you.” —Charles Post
481,50,Has legs,ladygaga,64000000,145,2.289,17380,4445,26270.0,605,.@FLOTUS watching you speak on @CNN in New Hampshire in tears. You are a true role model and leader.
482,50,Has legs,ddlovato,41000000,140,1.739,26032,15281,56594.0,549,Wait.... So you mean to tell me eating healthy and working out works??? You don't even need diet pills??! Who woulda thu
483,50,Has legs,ladygaga,64000000,145,1.264,6711,3899,14509.0,633,I can hear you singing Gypsy from my Window! How sweet you are monsters! I can't wait to sing for you!💗💗👯😭
484,50,Has legs,britneyspears,36000000,138,1.064,955,1545,4045.0,627,Wango Tango with @1027KIISFM today :) Who's pretty faces will I be seeing out there?
485,50,Has legs,ddlovato,41000000,140,0.988,19276,6476,32228.0,643,"Me: ""Can you Instagram me? I'm feeling a little too natural.."" 
@jillpowellglam: ""I will Instagram the shit out of your"
486,50,Has legs,jtimberlake,41000000,140,0.875,1226,573,2372.0,623,“@Hoya2aPacer: I figured it was cool since I got THE WHOLE ARENA to sing... Haha! Have a great one man. Shots! @901Silve
487,50,Has legs,ArianaGrande,42000000,140,0.545,11193,5355,21903.0,614,"@tywrent i love you, your voice and your heart. thank the lorrrdt that you exist."
488,50,Has legs,rihanna,59000000,144,0.51,563,1351,3265.0,659,"Love it then play it back, plus where da 40 at? I'm phucking ya cheap thrill on top of my 50 mill' #UNAPOLOGEITC"
489,50,Has legs,ladygaga,64000000,145,0.51,2822,1515,5852.0,662,@hopelessrocker @ViviLittleM I UNDERSTOOD THE WHOLE TIME HELLO. Calling a vine a gif is funny! A fancy one at that! Nobo
490,50,Has legs,Cristiano,52000000,142,0.464,679,713,2105.0,622,Ups “@CBzIrishBubble: Feel like @Cristiano will never notice me on twitter :(”
491,50,Has legs,taylorswift13,83000000,147,0.458,2547,5911,14369.0,607,Ahhhh!! Story of Us just came on the radio! I'm dancing around my apartment!!
492,50,Has legs,ArianaGrande,42000000,140,0.351,7889,3104,14097.0,592,@stolengrandee wow i love chicago. see u soon. love u
493,50,Has legs,britneyspears,36000000,138,0.333,553,359,1271.0,636,Glad u luv it! #PerfumeVideoPremiere RT @howillsurvive ITS SO BEAUTIFUL!!!!
494,50,Has legs,britneyspears,36000000,138,0.29,738,185,1108.0,584,@KurtiusMaximus Thank you!! So glad you loved it 😊
495,50,Has legs,britneyspears,36000000,138,0.28,548,261,1070.0,640,@jaurelive thank you so much!  You're amazing ❤️
496,50,Has legs,katyperry,95000000,149,0.275,1100,1422,3944.0,572,"I'll be bringing my bag O trixxx, course. “@EllisNoble96: @katyperry are you going to have  a amazing surprise for us ? "
497,50,Has legs,britneyspears,36000000,138,0.23,431,224,879.0,602,@Starbucksney Love it! :)
498,50,Has legs,katyperry,95000000,149,0.139,1218,385,1988.0,561,@SarahKSilverman man? lol. baby!
499,50,Has legs,selenagomez,45000000,141,0.1,283,772,1827.0,659,@TeamOfJDBGomez Thank You.
500,50,Has legs,Twitter,55000000,143,0.049,31,10,51.0,661,"@AmberHess2019 🚨 Fire Tweets alert! 🚨 You got it Amber, now you can!"
501,49,Limited spread,TheEllenShow,65000000,145,12.528,27566,22612,72790.0,591,Why did @Adele cross the road? She wanted to say hello from the other side.
502,49,Limited spread,jtimberlake,41000000,140,8.25,18319,2011,22341.0,622,"Woke up to a @goldenglobes nom! And then played hide and seek with my son before breakfast! Double win!Thank you, HFPA!!"
503,49,Limited spread,jtimberlake,41000000,140,6.77,10106,4113,18332.0,602,Wow! Thank you @OfficialBBMAs for Top Artist!!!!! #BBMAs -TeamJT
504,49,Limited spread,jtimberlake,41000000,140,5.186,6059,3992,14043.0,572,Two words... Cleveland Rocks. Unreal energy. Thanks OHIO!!! O-H..! Still love that.
505,49,Limited spread,KimKardashian,48000000,142,4.07,19635,5650,30935.0,626,Can you believe I found the selfies while Khloe was going to jail!!!! #KUWTK
506,49,Limited spread,rihanna,59000000,144,2.368,4688,5228,15144.0,619,Ohhhhhh BOMBA!!!! #Jah RULE every ting!!!! We are #1 in this muthaPHUCKA!!!! @Eminem congrats to you and all the fans!!
507,49,Limited spread,katyperry,95000000,149,1.95,14661,6646,27953.0,575,What would it smell like if you compiled all the crotches of all the cut off jeans worn this weekend? #Crotchella :(
508,49,Limited spread,selenagomez,45000000,141,1.492,5776,10713,27202.0,587,"I think Nicki Minaj should take over the world. She's a beast!! Genius.
Loveeeee her. Pink Friday"
509,49,Limited spread,ArianaGrande,42000000,140,1.442,31825,13016,57857.0,598,omg bbs how do u know already i'm CRYING
510,49,Limited spread,ArianaGrande,42000000,140,1.346,28041,12988,54017.0,636,"when autocorrect changes ""givenchy"" to ""five children""..........?? @saschapr"
511,49,Limited spread,katyperry,95000000,149,1.16,8208,4210,16628.0,560,Also you never know who might do a pop in to the pop up...
512,49,Limited spread,ddlovato,41000000,140,1.049,16216,8963,34142.0,605,"Also, why do we care this much about a cup....?? 😂😂😂"
513,49,Limited spread,ddlovato,41000000,140,1.028,17298,8082,33462.0,595,Just finished a crazy workout with the one and only @mistercamacho. Thank you for always being so supportive. You really
514,49,Limited spread,rihanna,59000000,144,0.844,2929,1236,5401.0,599,“@garcon_rebelle: Cause I'm ready for this new season of catfish tbh” WHEN???
515,49,Limited spread,shakira,42000000,140,0.767,580,636,1852.0,625,"Who's on #TeamShakira? You don't have to be in the US to join in, tweet #ShakiraOnTheVoice to show your support! ShakHQ"
516,49,Limited spread,ddlovato,41000000,140,0.729,10780,6496,23772.0,601,Who's going to @Walmart to pick up #CONFIDENT??!
517,49,Limited spread,jtimberlake,41000000,140,0.629,934,385,1704.0,620,"“@iamkidpresident: You tell me, Kid President!! I'm ready... I'm your biggest fan! JT"
518,49,Limited spread,KimKardashian,48000000,142,0.538,3035,529,4093.0,613,My service sucks here and my live streams aren't going thru HOLD TIGHT!!!!
519,49,Limited spread,ArianaGrande,42000000,140,0.485,12110,3684,19478.0,642,@authorityariana tru. as is yours. love you.
520,49,Limited spread,britneyspears,36000000,138,0.336,557,364,1285.0,596,@bucadibeppo Thank you so much for having us... so delish &amp; I'm STILL full!!
521,49,Limited spread,ladygaga,64000000,145,0.336,2360,747,3854.0,630,@sharksqueen that makes me so happy that's what I WANT my music to do for you!
522,49,Limited spread,jimmyfallon,42000000,140,0.177,311,42,395.0,607,@russwest44 @nbc I am LOVING my shoes!! Hoodie next time. Thanks.
523,49,Limited spread,Twitter,55000000,143,0.105,79,16,111.0,603,@AN_TY_ We're glad you enjoyed your birthday surprise!🎈
524,49,Limited spread,katyperry,95000000,149,0.099,560,433,1426.0,588,@Luvyameanit1217 thank you darlin.
525,49,Limited spread,Cristiano,52000000,142,0.072,63,132,327.0,597,Thank you. My fans are the best. @Ricy001 @Cristiano i like how you play football!!!
526,49,Limited spread,Cristiano,52000000,142,0.046,49,81,211.0,599,It means thank you. @_nina_ox @Cristiano what's obrigado?
527,49,Limited spread,Cristiano,52000000,142,0.046,43,83,209.0,574,Hello. How are you? @kauro09 hi ronaldo....fan from the philippines.
528,49,Limited spread,YouTube,60000000,144,0.043,53,3,59.0,567,@Merseyman41 You are the coolest family. What an awesome cake!
529,48,Limited spread,rihanna,59000000,144,12.147,37685,19999,77683.0,576,#ANTI is the number 1 album on the Billboard #Hot200 chart!!! That damn Navy!!! Thank you for your love🎈🔫
530,48,Limited spread,rihanna,59000000,144,3.77,10144,6984,24112.0,633,Happy Birthday America!!! #JULY4th
531,48,Limited spread,jimmyfallon,42000000,140,2.051,3628,474,4576.0,680,We are back in New York City!! All new show tonight! #FallonTonight
532,48,Limited spread,britneyspears,36000000,138,1.679,3426,1492,6410.0,604,I hear it's a packed house tonight 😍😍😍 Who's here??
533,48,Limited spread,britneyspears,36000000,138,1.23,977,1859,4695.0,583,I think we've shown the world after tonight's episode that @TheXFactorUSA winner is definitely one of the #BritneyTeens.
534,48,Limited spread,justinbieber,91000000,148,1.21,91599,39955,171509.0,594,Thank you 🇩🇰 #PurposeTour
535,48,Limited spread,shakira,42000000,140,1.158,1699,544,2787.0,590,Did I mention that Patrick was so good? So happy to have him join #TeamShakira #BattlesBegin
536,48,Limited spread,Cristiano,52000000,142,0.969,1035,1679,4393.0,552,#FF... any suggestions for me to follow?
537,48,Limited spread,ddlovato,41000000,140,0.84,12155,7614,27383.0,518,GUYS... FUCKING KANGAROOS!!!!!!!!! 😍😍😍 Literally SO happy!!!! I love Australia!!!! 💗💗💗 https://t.co/V8S6IqGsR4
538,48,Limited spread,taylorswift13,83000000,147,0.708,11842,5184,22210.0,628,@JacobsPiano I HAVE to give you a hug for that beautiful piano medley you did! Please come to a show on my tour and say 
539,48,Limited spread,katyperry,95000000,149,0.701,2973,3545,10063.0,597,...TOMORROW morning @GMA! I've got a big announcement! And you might want to keep an eye on that Jumbotron!
540,48,Limited spread,jtimberlake,41000000,140,0.551,892,300,1492.0,572,“@tennesseekid_: Danced like crazy on a broken foot at the @jtimberlake concert tonight! Can I get a heck yeahhhh??” Hel
541,48,Limited spread,ladygaga,64000000,145,0.383,2640,879,4398.0,550,"@artpop_stew I hope every song you love more than the last. Love, JOANNE xoxo"
542,48,Limited spread,ArianaGrande,42000000,140,0.371,9088,2907,14902.0,594,@whytruy omg. love you. i can't wait to tour this albummmm.
543,48,Limited spread,britneyspears,36000000,138,0.177,353,161,675.0,541,@BasoCell thank you for all of your support ❤️
544,48,Limited spread,selenagomez,45000000,141,0.172,1056,1040,3136.0,530,@suckslana thank you! xoxo
545,48,Limited spread,britneyspears,36000000,138,0.166,252,191,634.0,627,@JosephKahn OMG you're making me blush!! Thank u Joseph
546,48,Limited spread,selenagomez,45000000,141,0.141,800,882,2564.0,584,@inhalinggomez thank you! xoxo
547,48,Limited spread,jimmyfallon,42000000,140,0.095,137,37,211.0,584,@GovChristie People really seem to looooove that room. You’re electric! Get it? Okay… Sorry.
548,48,Limited spread,britneyspears,36000000,138,0.062,45,95,235.0,612,@Liztrini So happy you’re in this with me!
549,48,Limited spread,selenagomez,45000000,141,0.05,115,395,905.0,627,Haha amazing... :)RT @54LLYISMINE: ALL of my Paswords have something to do with @SelenaGomez
550,47,Limited spread,britneyspears,36000000,138,9.905,14333,11738,37809.0,573,"SO SO SO happy for you! That ring 😍😍😍 💍 Congrats Gaga!!! RT @ladygaga: He gave me his heart on Valentine's Day, and I sa"
551,47,Limited spread,ladygaga,64000000,145,2.038,12022,5681,23384.0,579,I'm so excited and happy for #AHS winning an EMMY FOR OUTSTANDING MAKEUP IN A LIMITED SERIES! I LOVE YOU ERYN KIM AND MI
552,47,Limited spread,ddlovato,41000000,140,1.719,27836,14053,55942.0,565,Omg..... RIP Prince.... 😨😔😢
553,47,Limited spread,ArianaGrande,42000000,140,1.269,26499,12207,50913.0,580,"Idaho babes, see you tonight! Max's hometown!! let's see if y'all can be as loud as Vegas and Fresno ... whatchuuuuu thi"
554,47,Limited spread,ArianaGrande,42000000,140,1.262,27487,11578,50643.0,550,just wanna talk to my babes rn. Love you. hi.
555,47,Limited spread,TheEllenShow,65000000,145,1.224,5264,924,7112.0,635,What was the Pilgrims' favorite kind of music? Plymouth Rock. #HappyThanksgiving
556,47,Limited spread,taylorswift13,83000000,147,0.794,7772,8559,24890.0,542,One Chance comes out tomorrow in the UK! I love this movie and the inspirational story behind it. Check it out? @onechan
557,47,Limited spread,TheEllenShow,65000000,145,0.786,3081,748,4577.0,583,"Happy birthday, @KimKardashian West! You put the #YOLO in embryology."
558,47,Limited spread,selenagomez,45000000,141,0.464,1399,3534,8467.0,549,"@only1noah Nice cover!!! I would have never guessed this was the LMFAO song, LOL   http://t.co/b8BzyGvQ"
559,47,Limited spread,selenagomez,45000000,141,0.463,1492,3478,8448.0,624,Not as much as I love you guys though ;)
560,47,Limited spread,KimKardashian,48000000,142,0.428,2324,465,3254.0,521,"West, coast! #KUWTK is all new in 30 minutes!"
561,47,Limited spread,britneyspears,36000000,138,0.421,699,454,1607.0,574,See you soon then! RT @theosctweet Just got my tix for an April show!!! 2014!!!! #pieceofme We're excited too
562,47,Limited spread,KimKardashian,48000000,142,0.417,2436,367,3170.0,572,Doing an #innercircle with @MakeupByMario for my app right now! Any questions of us?
563,47,Limited spread,ArianaGrande,42000000,140,0.41,9488,3481,16450.0,529,@perfectsariana and I'm sorry my shirt???? ...............
564,47,Limited spread,jimmyfallon,42000000,140,0.312,550,73,696.0,647,“@mona_jmb: @jimmyfallon are you still gonna run through the audience and give high-5's after the show?” I want to.
565,47,Limited spread,ladygaga,64000000,145,0.264,1463,785,3033.0,586,@ARTPOPBKK I love her so much thank you!
566,47,Limited spread,ladygaga,64000000,145,0.25,1479,697,2873.0,556,@frankfurdd thank you 👂
567,47,Limited spread,katyperry,95000000,149,0.183,815,908,2631.0,548,😩😭 “@TaylerMckellop: #ROAR is so amazing im crying @katyperry”
568,47,Limited spread,Cristiano,52000000,142,0.053,43,99,241.0,600,Thanks for your support! @Mvd55 @Cristiano killer goal last game! Hala madrid! Hala CR7!
569,47,Limited spread,Cristiano,52000000,142,0.03,36,50,136.0,575,I do but I don't have as much time as I like. @LenaRussia_  Do you like traveling? What countries do you like? Have you 
570,47,Limited spread,jtimberlake,41000000,140,0.024,14,26,66.0,613,@joborose Thank you!!
571,47,Limited spread,YouTube,60000000,144,0.013,12,3,18.0,556,@goproodin We ❤️ your country!
572,46,Limited spread,ddlovato,41000000,140,6.226,76297,63157,202611.0,592,You ready for this? 😏 NEW ALBUM OCTOBER 2015 #Confident http://t.co/QbC1EgmbHU
573,46,Limited spread,jimmyfallon,42000000,140,4.797,8133,1285,10703.0,600,"I'm off to Philly to work on my accent. Or the south? Or England? It's tricky, man. Love ya Philadelphia! #hewgie"
574,46,Limited spread,katyperry,95000000,149,3.185,25935,9855,45645.0,592,"What's the cut off age of being able to say ""I want to grow old with you"" like 50? 65? 31? :-/"
575,46,Limited spread,ArianaGrande,42000000,140,2.853,61265,26589,114443.0,578,1 year ago was the opening night of the honeymoon tour! thank you from the bottom of my heart to everyone who came &amp;
576,46,Limited spread,ArianaGrande,42000000,140,1.758,32729,18895,70519.0,545,"y'all are funny af. I love you. ik I tell you everyday but idgaf I just love you, I do I do I do."
577,46,Limited spread,jtimberlake,41000000,140,1.658,3087,702,4491.0,562,"Wow. Did we just make history?! Thank you so much to ALL of #Top40 and @RCARecords! UNREAL! I'm blown away! 🙏‼️

https"
578,46,Limited spread,Cristiano,52000000,142,1.372,3234,1493,6220.0,555,.@JensonButton Up to exercise? Some slalom with the ball in the field? What time can you do? #DontCrackUnderPressure
579,46,Limited spread,YouTube,60000000,144,1.104,807,350,1507.0,568,@WWEMusic @ShinsukeN @WWENXT Wow. What a theme song!
580,46,Limited spread,selenagomez,45000000,141,1.094,4762,7593,19948.0,526,Carley Allison you are so strong girl. Love you! And praying for you. Keep singing :)) Xoxo
581,46,Limited spread,ArianaGrande,42000000,140,1.031,21156,10096,41348.0,632,Barclays Center night 2 sold out tonight... I can't believe it. My NY babies never cease to give me life!!!!! 💜
