author,followers_raw,author_followers,score,verdict,reach_median,likes,retweets,engagement,rel_amp,tweet
shakira,42000000,140,16,Likely to fizzle,229,7616,6674,20964.0,8.713,Muchas gracias por su apoyo a Lalala/Dare. Cantaré en la clausura del mundial en Brasil! Ustedes me han llevado allí!! S
ddlovato,41000000,140,16,Likely to fizzle,238,22131,11361,44853.0,1.378,Okay I have to wake up in 7 hrs so if I go to sleep now I should be solid! Goodnight guys. I fucking love my Lovatics so
taylorswift13,83000000,147,36,Limited spread,416,4280,2650,9580.0,0.305,@mollyshafferr love you 375 days a year.
selenagomez,45000000,141,38,Limited spread,445,1867,3963,9793.0,0.537,On my way to @Macys for my fragrance launch!!!!
TheEllenShow,65000000,145,27,Limited spread,320,2389,216,2821.0,0.485,"If you’ve got a great kid’s Halloween costume, you know I wanna see it. #4Ellen"
selenagomez,45000000,141,7,Likely to fizzle,182,822,2273,5368.0,0.294,"""There is no profit in curing the body if in the process we destroy the soul."" So excited for Concert for Hope this Sund"
cnnbrk,25000000,134,3,Likely to fizzle,134,538,965,2468.0,1.791,"ISIS suspected of firing a shell with mustard agent at air base used by US and Iraqi troops, US officials say. https://t"
Twitter,55000000,143,4,Likely to fizzle,143,226,394,1014.0,0.967,Giving you more confidence that email from http://t.co/SlNTFacp9A is real: http://t.co/n6ZTV4VGQE
Twitter,55000000,143,7,Likely to fizzle,166,295,580,1455.0,1.387,"Celebrating the Fourth, as we hope you are. https://t.co/9F1JAJmNEC - enjoy the holiday!"
TheEllenShow,65000000,145,5,Likely to fizzle,150,10252,3771,17794.0,3.063,.@DeepikaPadukone made her US talk show debut to possibly tell me if she's dating Vin Diesel. https://t.co/aNTsHKDcxs
YouTube,60000000,144,4,Likely to fizzle,144,1063,239,1541.0,1.129,DO go chasing waterfalls! https://t.co/zccKVuod8d https://t.co/J0pCpKV3GJ
jimmyfallon,42000000,140,25,Limited spread,309,4876,1101,7078.0,3.173,It should be illegal for your roommate to leave the heel of bread in the package. What am I supposed to do with that thi
YouTube,60000000,144,12,Likely to fizzle,222,21,2,25.0,0.018,@SimoneGiertz And it straight up snatched that wig.
britneyspears,36000000,138,32,Limited spread,374,474,283,1040.0,0.272,@nycmakeupbyalli Me too!!
KimKardashian,48000000,142,15,Likely to fizzle,220,1671,232,2135.0,0.281,Always! https://t.co/SRr5HXNU2j
cnnbrk,25000000,134,3,Likely to fizzle,134,343,140,623.0,0.452,Draft-ending former Secretary of Defense Melvin Laird dies. Laird was 94. https://t.co/9pC35UhfSY
katyperry,95000000,149,16,Likely to fizzle,241,2164,630,3424.0,0.239,@KeoNovak ilysm
ladygaga,64000000,145,4,Likely to fizzle,145,8050,4548,17146.0,1.494,🍔🍟 http://t.co/hLc3SzBVcQ
rihanna,59000000,144,4,Likely to fizzle,144,1085,1466,4017.0,0.628,#StanLife #iheartmynavy #sneekpeekofmynextMACproject http://t.co/vC252iCN3a
KimKardashian,48000000,142,4,Likely to fizzle,142,1610,203,2016.0,0.265,Did something have to happen?This is the only time in his life he can remain somewhat anon &amp;we're enjoying that   ht
Cristiano,52000000,142,4,Likely to fizzle,142,2126,2086,6298.0,1.389,This is the autographed photo that @CRonaldoFever won. Do you like it? Get yours @mystarautograph http://t.co/ALHS3tPb h
shakira,42000000,140,23,Likely to fizzle,291,2772,10598,23968.0,9.962,Parabeins Brasil!! Boa partida! Y Obrigado povo Brasilero por me fazer sentir como en casa! Shak
selenagomez,45000000,141,62,Has legs,835,2003,4289,10581.0,0.58,And see all of YOU make ME better. Your opinions and thoughts mean so much. Thank you! Night! Love you all so much
justinbieber,91000000,148,16,Likely to fizzle,226,109701,107085,323871.0,2.284,People will try to take advantage of u...they will try to tear u down. Keep your head up and know your truth. Be kind in
Cristiano,52000000,142,17,Likely to fizzle,247,762,1387,3536.0,0.78,The most retweeted from my selection of #weare20million photos is the winner. Good luck!
TheEllenShow,65000000,145,4,Likely to fizzle,145,5676,502,6680.0,1.15,#BackstageAtEllen https://t.co/8OfTDpCE5q
Twitter,55000000,143,4,Likely to fizzle,143,851,315,1481.0,1.412,New emojis and more for the biggest #WT20 cricket viewing party on Twitter: https://t.co/MCOnmXXVtT https://t.co/PuosQdN
BarackObama,78000000,147,4,Likely to fizzle,147,3608,1314,6236.0,1.769,"""The fact is we’ve gotten a heck of a lot done these past seven years, despite the gridlock."" —President Obama https://t"
shakira,42000000,140,4,Likely to fizzle,140,129,242,613.0,0.254,"Conozcan todos los detalles de la participación de Shakira en la
Cumbre de las Américas de ayer
http://t.co/XFxiLf0I S"
ladygaga,64000000,145,28,Limited spread,344,2495,1173,4841.0,0.422,@honeyMiich YAS u and I see it exactly the same
selenagomez,45000000,141,4,Likely to fizzle,141,4231,4843,13917.0,0.763,littles http://t.co/jonyRTXZJf
instagram,45000000,141,4,Likely to fizzle,141,1521,291,2103.0,1.544,"A closer look at some crazy creatures
https://t.co/PmgPvJruIY"
ladygaga,64000000,145,29,Limited spread,328,4126,1714,7554.0,0.658,@zayniebefour I honor ur beliefs it's your right! We don't need to hate eachother. Let's communicate about how our leade
shakira,42000000,140,4,Likely to fizzle,140,3613,749,5111.0,2.124,#TBT to when Gazelle was just a drawing on a page! Here's Shak with the directors and producers of #Zootopia… ShakHQ htt
britneyspears,36000000,138,4,Likely to fizzle,138,24675,11849,48373.0,12.673,My damn kids 😂 https://t.co/YNVWlo1jOH
jtimberlake,41000000,140,57,Has legs,701,2844,2748,8340.0,3.08,#The2020Experience #2of2 is #1 in 45 countries! Just two words: Thank You!!! -teamJT
selenagomez,45000000,141,4,Likely to fizzle,141,131,508,1147.0,0.063,CNN Heroes airs tonight on Larry King Live at 6pm PST 9pm EST be sure to watch and vote for your favorite hero.... http:
Cristiano,52000000,142,5,Likely to fizzle,154,16769,2962,22693.0,5.006,"Happy with my new project CR7 Crunch Fitness in Madrid. Live Life Fit, take a look https://t.co/OhWkH0bTZu https://t.co/"
ladygaga,64000000,145,4,Likely to fizzle,145,7166,2873,12912.0,1.125,#GoVote https://t.co/0GF50H3DWy
Twitter,55000000,143,8,Likely to fizzle,191,221,70,361.0,0.344,@tiang10 Thanks for being there with us! #LoveTwitter https://t.co/sPwBfULPxV
ddlovato,41000000,140,62,Has legs,808,15366,9130,33626.0,1.033,Loving my @nycnewyorkcolor BB Crèmes! 😘😘  Have you tried them yet?? #showcaseNYC
ArianaGrande,42000000,140,63,Has legs,828,26217,12990,52197.0,1.301,thank you Louisville for your love tonight ......💜💜💜💜 y'all were amazing &amp; I love you
britneyspears,36000000,138,6,Likely to fizzle,162,6242,4031,14304.0,3.747,.@VegasMagazine Winter 2014 cover! Headed back to my second home this week - YAY! :) http://t.co/ekX0I2Zowf
instagram,45000000,141,4,Likely to fizzle,141,913,166,1245.0,0.913,A drummer's dream: the story of @oddkidout_ (via @PhillyWeekly) https://t.co/mGuxysvhWK
katyperry,95000000,149,27,Limited spread,333,2304,1773,5850.0,0.408,@dressinkaty help me babe
britneyspears,36000000,138,16,Likely to fizzle,236,389,857,2103.0,0.551,Let's see if we can vote my teens in the top 4 spots &amp; get #VoteBritneysDivas trending right now... let's go!
BarackObama,78000000,147,4,Likely to fizzle,147,12604,7202,27008.0,7.663,Refusing to consider a #SCOTUS nominee before one is even announced is irresponsible. #DoYourJob https://t.co/NiZtwUHmE5
ladygaga,64000000,145,46,Limited spread,553,2511,1360,5231.0,0.456,@osnapitzgaga I think it has sound and is fancy!! WOW LOOK AT THAT TECHNOLOGY😂
instagram,45000000,141,4,Likely to fizzle,141,1963,481,2925.0,2.148,Dream-inspired fairy tales with @ancienthearts https://t.co/wSgosS5174 https://t.co/ZAp0HuJFUM
jtimberlake,41000000,140,16,Likely to fizzle,248,651,248,1147.0,0.423,"“@kellygumdrops: @jtimberlake my hospice ridden 90 year old grandma who hasn't said a word in a week... Well, you tell h"
shakira,42000000,140,4,Likely to fizzle,140,370,443,1256.0,0.521,Watch today's Mother's Day special on @TheEllenShow to see Shak chatting about being a mom (sneak preview at http://t.co
YouTube,60000000,144,36,Limited spread,462,77,10,97.0,0.071,"@mitchellmoffit @Whalewatchmeplz What an inspiring, emotional video. AsapSCIENCE? More like AsapFEELINGS. #ProudToBe"
ArianaGrande,42000000,140,41,Limited spread,470,31217,20414,72045.0,1.796,love u I do
ddlovato,41000000,140,4,Likely to fizzle,140,7543,5539,18621.0,0.571,😏😏 http://t.co/KwOryUceRi  https://t.co/k79sn7BBmL
YouTube,60000000,144,4,Likely to fizzle,144,2709,555,3819.0,2.798,Game. Set. Match. https://t.co/otrx92byUp https://t.co/GSUF8XiTEL
TheEllenShow,65000000,145,4,Likely to fizzle,149,8102,1905,11912.0,2.05,Happy #ThrowbackThursday #TBT http://t.co/y9mLNmc7fQ
KimKardashian,48000000,142,4,Likely to fizzle,142,8218,1235,10688.0,1.406,On top of a glacier! @TheKingDream @kourtneykardash https://t.co/ADeNWTe8du
Twitter,55000000,143,21,Likely to fizzle,282,102,286,674.0,0.643,The @bronxzooscobra has hijacked @ryanseacrest's Twitter account. Looks like a job for our @support team!
shakira,42000000,140,4,Likely to fizzle,140,401,598,1597.0,0.662,"Aquí se unen el Océano Atlántico y el Océano Índico, el punto más austral de África. Shak http://t.co/tdAOGCjc"
selenagomez,45000000,141,4,Likely to fizzle,141,7246,6247,19740.0,1.082,Just posted a photo http://t.co/X6Qn8rDe8T
katyperry,95000000,149,16,Likely to fizzle,249,18108,5349,28806.0,2.01,"""Stared into the face of evil and refused to blink!"" 💪🏼🇺🇸💪🏼 @HillaryClinton"
shakira,42000000,140,20,Likely to fizzle,249,309,172,653.0,0.271,".@KnowledgeAll Fund. pies descalzos es parte de una alianza con el gob. Nal. ""Primero lo primero"". Abriremos 24 centros "
ladygaga,64000000,145,4,Likely to fizzle,145,5521,3961,13443.0,1.171,"Careful witch, I'll put a spell on you. Or maybe I already did. http://t.co/X7PSviG10N"
ladygaga,64000000,145,59,Has legs,768,2538,847,4232.0,0.369,@andreskc11 I love this! 🤗 keep rockin' that sweat!
TheEllenShow,65000000,145,39,Limited spread,484,13719,2381,18481.0,3.181,Kate McKinnon! I'm so happy for you. You deserve it and so much more. And not just because you thanked me. #Emmys
taylorswift13,83000000,147,4,Likely to fizzle,154,11772,8505,28782.0,0.918,Been hearing songs from this project all year and am so excited the first single is out!!!!! YAY @jackantonoff http://t.
KimKardashian,48000000,142,17,Likely to fizzle,243,3369,574,4517.0,0.594,Win tickets to the Saint Pablo tour stop in Atlanta!!! https://t.co/GBWWdwFDeL
ArianaGrande,42000000,140,4,Likely to fizzle,140,15096,7438,29972.0,0.746,queen marjie https://t.co/L8dwGJZ4hb
Twitter,55000000,143,4,Likely to fizzle,143,800,305,1410.0,1.344,"Curtain up! For #LoveTheatreDay, companies are bringing audiences closer to the limelight — join us via #Showtime. https"
taylorswift13,83000000,147,4,Likely to fizzle,147,94100,27044,148188.0,4.731,Making friends on Hamilton Island. https://t.co/26SLoiCUZt
selenagomez,45000000,141,13,Likely to fizzle,213,756,2212,5180.0,0.284,Love you more! :) http://t.co/nhOlSuIg
rihanna,59000000,144,5,Likely to fizzle,157,1567,2427,6421.0,1.004,I sell out stadiums... Call it what ya want!!! #diamondsworldtour http://t.co/0GybWWJmLW
britneyspears,36000000,138,75,Viral potential,1000,183,226,635.0,0.166,@ujk3000 can I be your second tweet too?
TheEllenShow,65000000,145,6,Likely to fizzle,152,8448,4181,16810.0,2.894,#DWTS #POTUS @BarackObama https://t.co/bS9lUa9m7k
Twitter,55000000,143,8,Likely to fizzle,196,68,53,174.0,0.166,Reminiscing about #SxSW & wanting to give many thanks to @shearcreativity @coolhaus @franklinbbq @icenhauers & @deepeddy
YouTube,60000000,144,4,Likely to fizzle,146,1416,233,1882.0,1.379,Bet your car can’t do this. https://t.co/svxVLnnqxF https://t.co/EGWUEtsL4a
cnnbrk,25000000,134,3,Likely to fizzle,134,1077,733,2543.0,1.844,"Actor Ron Glass, known for his role on the police sitcom ""Barney Miller,"" has died, his agent says.… https://t.co/0Ygx33"
shakira,42000000,140,11,Likely to fizzle,200,182,416,1014.0,0.42,La Alianza Primero Lo Primero para construir 13 centros de educación temprana este año. Shak
rihanna,59000000,144,40,Limited spread,486,1717,2683,7083.0,1.107,#TORONTO I always had a special place in my heart for you! Lastnight was unforgettable!!! Thank you! Tonight is #Round2 
ArianaGrande,42000000,140,10,Likely to fizzle,186,12085,4508,21101.0,0.525,and I love u https://t.co/FdK08KcySm
rihanna,59000000,144,69,Has legs,976,1720,4499,10718.0,1.676,I'm so phucking happy right now! Who else is listening to it at this very moment? GOOD shit! #UNAPOLOGETIC
Cristiano,52000000,142,19,Likely to fizzle,255,634,313,1260.0,0.278,@Cr7Marcielle Muito obrigado pelo apoio.
instagram,45000000,141,4,Likely to fizzle,141,1804,406,2616.0,1.921,"Today we’re proud to announce a community of more than 600 million. From all of us at Instagram, thank you. ❤️… https://"
YouTube,60000000,144,71,Has legs,1000,50,9,68.0,0.05,@ZailuGaming You've never seen PewDiePie like this before ... super duper pooper scared!
ladygaga,64000000,145,4,Likely to fizzle,145,8957,2646,14249.0,1.242,Thank You @OfficialRodarte for designing an outfit I felt perfect in for my performance. She laid real sweet behind… htt
ladygaga,64000000,145,4,Likely to fizzle,145,3460,2220,7900.0,0.688,and paw touch ups with nspired1 HausWork http://t.co/E6brRtWkPm
shakira,42000000,140,4,Likely to fizzle,140,1003,571,2145.0,0.889,¡Shak está en la portada de @billboard de esta semana! Aquí la entrevista @leilacobo http://t.co/0pPSRjy3iF ShakHQ http:
YouTube,60000000,144,28,Limited spread,339,119,26,171.0,0.125,@TheRobDyke @Corpse_Husband @Be_Busta @LazyMasquerade OMG ... this is gonna be huge. 💀
YouTube,60000000,144,4,Likely to fizzle,144,674,103,880.0,0.645,This is a good 360° video and we’re not monkeying around ha ha :) https://t.co/BeedcKgxs7 https://t.co/hRVcJPImXs
ladygaga,64000000,145,4,Likely to fizzle,145,20820,8008,36836.0,3.21,"""Kindness is a free currency from a well that will never dry up"" -Lady Gaga on why every city can afford kindness https:"
jimmyfallon,42000000,140,56,Has legs,655,636,66,768.0,0.344,“@danielinsomniac: @jimmyfallon am I cool?” Yes.
Twitter,55000000,143,4,Likely to fizzle,143,50,163,376.0,0.358,"The MTV #VMAs are buzzing! Follow the Tweets live, and be part of the pre-show: What would happen #IfBieberMetGaga? http"
rihanna,59000000,144,5,Likely to fizzle,155,3699,1878,7455.0,1.166,?..... http://t.co/DiCQhZ9me6
BarackObama,78000000,147,5,Likely to fizzle,167,3905,1752,7409.0,2.102,We can't afford to let this be the new normal. https://t.co/nJzyfz2Zlw #ActOnClimate
ddlovato,41000000,140,32,Limited spread,376,12918,7431,27780.0,0.852,Guys!! Tonight go watch my buddy @beaucaspersmart judge #FAKEOFF on @truTV 10/9c and watch the crews fake famous cities!
taylorswift13,83000000,147,4,Likely to fizzle,147,29120,11397,51914.0,1.657,"""Then the dog would bark next to me and I'd just crack up after we'd cut.""
Slay-Z
@GiGiHadid 

http://t.co/IcQyWxrEm"
ArianaGrande,42000000,140,74,Has legs,997,24191,11269,46729.0,1.165,thank you thank you lovely Sacramento!! you were wonderful tonight. love you!
ArianaGrande,42000000,140,29,Limited spread,351,25423,8290,42003.0,1.047,i love you i love you  https://t.co/AbiDYmHUON
Cristiano,52000000,142,4,Likely to fizzle,142,6170,3489,13148.0,2.901,Happy with the win against Denmark last night. Fantastic team work.#forçaportugal http://t.co/GiRwj6kiSX
jimmyfallon,42000000,140,13,Likely to fizzle,217,1330,285,1900.0,0.851,"Happy #ThankYouNoteFriday! Tonight on the show: Will Forte (@OrvilleIv), @adRock, &amp; @AnimalPlanet's Jeremy Wade. #Fa"
katyperry,95000000,149,17,Likely to fizzle,250,3196,898,4992.0,0.348,"@YikesJonathan well I'm not really one of them, so."
selenagomez,45000000,141,4,Likely to fizzle,141,6614,8592,23798.0,1.305,Come celebrate my birthday with me tomorrow at my #DOLSelenabration @Kmart! http://t.co/BaDFyj2eWE
katyperry,95000000,149,4,Likely to fizzle,149,1782,2911,7604.0,0.53,Interesting read: http://t.co/d8hSK2E7gq
britneyspears,36000000,138,3,Likely to fizzle,138,563,1108,2779.0,0.728,".@CarlyRoseMusic Blown away, again. U are magic! Got my vote ;) #VoteCarly http://t.co/qlNflIza"
jtimberlake,41000000,140,4,Likely to fizzle,140,4383,1907,8197.0,3.027,".@THETNKIDS &amp; I accepted the #ALSIceBucketChallenge. @jimmyfallon, @theroots...now you're up. http://t.co/PUjVEAeBds"
jimmyfallon,42000000,140,4,Likely to fizzle,140,928,252,1432.0,0.641,Go to the comments section on Ew!Tube and list 3 things that you think are Ew! http://t.co/AtI7mr3Z43 #BillboardHot100
TheEllenShow,65000000,145,7,Likely to fizzle,185,4304,831,5966.0,1.027,"13 days until my Season 13 premiere! NYC, I’m coming for ya. #EllenInNYC http://t.co/g9vPwKAn1w"
Cristiano,52000000,142,8,Likely to fizzle,167,2652,865,4382.0,0.966,"You asked: 
Hello from Japan!
I'm Anna!I I'm a big fan! Please say me hello Anna!
 http://t.co/5Oyi7SiUhY"
cnnbrk,25000000,134,3,Likely to fizzle,134,5150,2461,10072.0,7.304,Pope Francis grants Catholic priests right to forgive abortion. https://t.co/RaNl266cc1
ladygaga,64000000,145,24,Likely to fizzle,301,4294,3590,11474.0,1.0,Ok Monsters lets trend #BuyICan'tGiveYouAnythingButLoveITunes !! and #PREORDERCheekToCheekITUNES Lets show the world wha
Cristiano,52000000,142,4,Likely to fizzle,142,17975,7157,32289.0,7.123,"Good news about my #CR7Underwear. Microfiber fabric is now available, making it very comfortable, light and soft. http:/"
shakira,42000000,140,4,Likely to fizzle,140,269,409,1087.0,0.45,"Check out the new promo spot for @NBCTheVoice, featuring Shakira (the season starts on March 25th!) http://t.co/dNuK0jZB"
Cristiano,52000000,142,4,Likely to fizzle,142,99,152,403.0,0.089,Thanks @ErinAndrews RT Just got a fun & addicting game on my iPhone called @HeadsUp - Get it & share your scores w/ me h
TheEllenShow,65000000,145,4,Likely to fizzle,145,5558,889,7336.0,1.263,Here’s the story of my day at the White House. https://t.co/GR5YEALVfJ https://t.co/OJVjCf3QYg
KimKardashian,48000000,142,12,Likely to fizzle,222,51976,20773,93522.0,12.304,Happy Birthday @steph_shep I love this pic of us! https://t.co/PjudShdfOu
YouTube,60000000,144,22,Likely to fizzle,284,27,10,47.0,0.034,"@FRZworld Lucky number 7! Lucky number 400,000! And lucky number 102 million! Congrats Andrew!"
cnnbrk,25000000,134,3,Likely to fizzle,134,635,990,2615.0,1.896,"A mass grave with remains of 100 beheaded civilians has been found in a school south of Mosul, Iraq's military says http"
BarackObama,78000000,147,14,Likely to fizzle,227,1326,801,2928.0,0.831,"""If we're going to deal with this problem, and the inequities involved, we're going to have to speak honestly."" —Preside"
justinbieber,91000000,148,4,Likely to fizzle,148,53135,34358,121851.0,0.859,Let's #giveback together. #PurposeInTO on sale now. See u on 12/7 at @TheDanforthMH to benefit @StratfordHOB https://t.c
selenagomez,45000000,141,8,Likely to fizzle,180,20102,12210,44522.0,2.441,What are you listening to? Excited to show you the new music I'm finding! Follow me on @Shazam http://t.co/agZlOyuslx ht
KimKardashian,48000000,142,21,Likely to fizzle,276,3756,512,4780.0,0.628,Going live! Christmas decorating &amp; Cooking with Caitlyn on my app now
britneyspears,36000000,138,21,Likely to fizzle,276,98,100,298.0,0.078,@MonicaaCortezz Not true! &lt;3
selenagomez,45000000,141,4,Likely to fizzle,141,25060,21922,68904.0,3.778,#Selenators this is all you guys MTV's song of the summer. http://t.co/Z3ATp13T92 http://t.co/MylSDVHWiT
katyperry,95000000,149,25,Limited spread,309,925,899,2723.0,0.19,@yungskeeter you're kicking things off verrrry nicely indeed friend! 🙌 thnx
Cristiano,52000000,142,4,Likely to fizzle,142,1932,2697,7326.0,1.616,For each one of you. http://t.co/vI7SnxPaOs
Twitter,55000000,143,16,Likely to fizzle,251,259,456,1171.0,1.116,"What time is it? Why, it's time to dive into #SharkWeek! https://t.co/xDSGQhpV4i"
jtimberlake,41000000,140,18,Likely to fizzle,249,14,31,76.0,0.028,"People's response to @FWB, time with family and hitting the links. #askjt"
ArianaGrande,42000000,140,4,Likely to fizzle,140,16762,8266,33294.0,0.829,this was the best tho @tracytakahashi https://t.co/ndBi7SWmr6
rihanna,59000000,144,4,Likely to fizzle,144,975,1091,3157.0,0.493,Just posted a photo http://t.co/iFjntduaFr
britneyspears,36000000,138,16,Likely to fizzle,240,532,263,1058.0,0.277,@vick_britney Hi!
BarackObama,78000000,147,4,Likely to fizzle,154,1161,315,1791.0,0.508,LIVE: President Obama is speaking at the National Counterterrorism Center. https://t.co/FQSLkowX7v
ddlovato,41000000,140,7,Likely to fizzle,174,12393,6121,24635.0,0.755,.@dannykurily ever since I left the Razr you... https://t.co/TIhlZG8APu
Cristiano,52000000,142,14,Likely to fizzle,221,105,400,905.0,0.199,Getting ready to play against Real Zaragoza. Hala Madrid!
britneyspears,36000000,138,52,Has legs,687,2565,1299,5163.0,1.359,...and we're back Vegas! How was everyone's weekend?
TheEllenShow,65000000,145,15,Likely to fizzle,237,3146,407,3960.0,0.681,Fun Fact: @MelissaMcCarthy’s love interest in Bridesmaids is her real-life husband! Funner Fact: He just joined Twitter.
shakira,42000000,140,4,Likely to fizzle,140,3904,742,5388.0,2.239,Los jugadores de la @FCBEscola celebrando su participación en el Torneo Las Américas con La Bicicleta! Shak https://t.co
katyperry,95000000,149,12,Likely to fizzle,223,3476,1201,5878.0,0.41,@katherynsus u kno
katyperry,95000000,149,4,Likely to fizzle,149,8386,3684,15754.0,1.099,"#Repost hillaryclinton 
👆 #ImWithHer -Katy https://t.co/2ZJMYrWi9c"
ArianaGrande,42000000,140,14,Likely to fizzle,215,25017,13823,52663.0,1.313,thirty threeeee
YouTube,60000000,144,4,Likely to fizzle,144,1479,625,2729.0,1.999,".@justinbieber, @MAJORLAZER &amp; @MOMOMOYOUTH dropped the dance vid for #ColdWater and it’s 🔥 →https://t.co/34uHYckelQ "
jtimberlake,41000000,140,4,Likely to fizzle,140,384,334,1052.0,0.388,Way to close out the night Philly! Congrats Danny_Jung and @tonyragno26!! Now get some sleep!! :) http://t.co/sIOcz7ZCsb
cnnbrk,25000000,134,3,Likely to fizzle,134,816,507,1830.0,1.327,Maria Sharapova's 2-year drug ban reduced to 15 months on appeal. She'll be back in time for 2017 French Open. https://t
taylorswift13,83000000,147,26,Limited spread,319,8928,18886,46700.0,1.491,"""We Are Never Ever Getting Back Together"" will be available @ iTunes and Google Play sometime tonight! Keep checking bac"
Twitter,55000000,143,4,Likely to fizzle,143,4079,1020,6119.0,5.833,#NationalBirdDay #TBT https://t.co/eROB3MH18t
jtimberlake,41000000,140,8,Likely to fizzle,181,5075,2077,9229.0,3.408,"Gilbert, AZ!!!! 🙏‼️

#CantStopTheFeeling  https://t.co/vJnfr1gUpM"
jimmyfallon,42000000,140,4,Likely to fizzle,140,1412,501,2414.0,1.082,Daenerys Targaryen (definitely not Kristen Wiig) stopped by the show last night https://t.co/yC7gDSIdNY #FallonTonight
ladygaga,64000000,145,4,Likely to fizzle,145,6202,3061,12324.0,1.074,Mariska ❤️ Man is she sexy! https://t.co/uoDHji05Zy
instagram,45000000,141,4,Likely to fizzle,141,696,138,972.0,0.713,The Week on Instagram | 258 https://t.co/WaCgFcRL3w https://t.co/metpyy2DAc
selenagomez,45000000,141,87,Viral potential,1000,641,1237,3115.0,0.171,@Neederz2011 always! :)
ladygaga,64000000,145,4,Likely to fizzle,145,5151,2944,11039.0,0.962,I love her. My piano. play the sh*t outta her. http://t.co/QF7Ebb0gCW
YouTube,60000000,144,33,Limited spread,404,4652,796,6244.0,4.574,"@tyleroakley Oh no, Tyler, thank you for being so awesome! Can't wait to see what 2016 brings!"
ladygaga,64000000,145,4,Likely to fizzle,145,3618,2371,8360.0,0.728,"I'm taking over @MTV's Instagram account all day, celebrating #CheekToCheek! 🎺💋 http://t.co/wxE1ttqWzu"
britneyspears,36000000,138,16,Likely to fizzle,239,105,95,295.0,0.077,@pamelaarb followed!! xo #2DaysToWorkBxxchVideo
jimmyfallon,42000000,140,11,Likely to fizzle,193,1631,425,2481.0,1.113,Tonight: Sibling Flip Cup w/@ChrisEvans! Plus the legendary members of @montypython are here &amp; @LunchMoneyLewis perf
Twitter,55000000,143,4,Likely to fizzle,143,751,448,1647.0,1.57,We're partnering w/ @smrtgrls &amp; @TelevisionAcad to ask your Q's on the #Emmys red carpet. Tweet w/ #SmartGirlsAsk! h
jtimberlake,41000000,140,9,Likely to fizzle,189,24478,16496,57470.0,21.222,#LoveWins
rihanna,59000000,144,4,Likely to fizzle,144,1391,2453,6297.0,0.984,"That's right baby, I'm a #MACgal now! Get into it, package designed and products created from scratch by… http://t.co/HW"
Cristiano,52000000,142,4,Likely to fizzle,142,2729,2648,8025.0,1.77,Last training before the match done! Tomorrow we’ll face Granada.  http://t.co/X12q1ov8L8
KimKardashian,48000000,142,8,Likely to fizzle,176,1607,244,2095.0,0.275,yes! we've been working on this too! https://t.co/m58a0GyPQt
YouTube,60000000,144,22,Likely to fizzle,292,89,14,117.0,0.086,@GloZell Ooooo our favorite videos are when DeOnzell shows up!
KimKardashian,48000000,142,4,Likely to fizzle,142,40929,10171,61271.0,8.061,Keep Up https://t.co/qdNnNE2yxR
shakira,42000000,140,19,Likely to fizzle,255,448,211,870.0,0.36,".@keithdhardy spending time with their kids, sending them to school early, giving them nutrition, stimulation and love"
jtimberlake,41000000,140,4,Likely to fizzle,148,2652,1002,4656.0,1.719,And then: When you get to meet your idols... #THEBOSS #Doyouunderstand #THEFINGBOSS http://t.co/HY0aHWOH3u
jtimberlake,41000000,140,5,Likely to fizzle,159,2518,911,4340.0,1.603,"What a day! Thank you @StJude @MarcGasol and @mconley11 

Truly an amazing place that does amazing work for kids! http"
KimKardashian,48000000,142,14,Likely to fizzle,219,4352,500,5352.0,0.704,Gonna live steam &amp; tell u all about my shoot
TheEllenShow,65000000,145,4,Likely to fizzle,145,8696,1410,11516.0,1.982,You're right. I might be tangling it more. https://t.co/aZQeXt5BWE
britneyspears,36000000,138,7,Likely to fizzle,171,7697,3183,14063.0,3.684,"What a sweetheart! Thank you for coming tonight @Skrillex, dream come true for my boys!! http://t.co/UdxQNCvBHO"
rihanna,59000000,144,4,Likely to fizzle,153,653,847,2347.0,0.367,Look who came to see me!! My lover Stella McCartney!!! #dwt http://t.co/EMC43s93xl
cnnbrk,25000000,134,3,Likely to fizzle,134,339,160,659.0,0.478,US Defense Secretary Ash Carter arrived in Baghdad for an unannounced visit. https://t.co/NJt1yWjVxH https://t.co/WcGH51
BarackObama,78000000,147,4,Likely to fizzle,147,3063,1281,5625.0,1.596,"""I’m going to keep doing everything I can to make our immigration system more just and more fair."" —President Obama http"
cnnbrk,25000000,134,3,Likely to fizzle,134,1893,878,3649.0,2.648,"BREAKING: Hillary Clinton will win Nevada’s 6 electoral votes, CNN projects https://t.co/tlDCvOP2TE #ElectionNight https"
ArianaGrande,42000000,140,27,Limited spread,336,25502,15171,55844.0,1.392,happy birthday to one of my fav human beings on earth @alfredoflores!!!!!! you are an actual angel. a goooooood fkkin eg
YouTube,60000000,144,12,Likely to fizzle,213,1538,213,1964.0,1.443,Can he hear you now? Yes. https://t.co/GICGsEZ3fw https://t.co/fBEtoWXZ23
taylorswift13,83000000,147,7,Likely to fizzle,190,13689,18466,50621.0,1.616,My glitter nail polish says 'party' but my sweat pants/bun on top of head ensemble say 'room service and journaling my f
ddlovato,41000000,140,55,Has legs,615,31678,24922,81522.0,2.505,Btw.... Excited to get back in the studio in days.... Are you guys ready for album #5??? 😜
