rank,rank_error,signed_error,score,score_pct,rel_amp,actual_rel_amp_pct,reach_median,reach_median_pct,engagement,engagement_pct,reach_vs_eng_error,verdict,author,likes,retweets,tweet
3623,19.7,19.7,4,27.7,0.205,8.0,141,17.96,3741.0,41.95,24.0,Likely to fizzle,selenagomez,583,1579,"Thank you Boston for coming out.  Chicago your next.  3 days til album release, 6 days til Monte Carlo.  This my... http"
3624,19.72,19.72,9,62.57,0.865,42.85,194,63.69,34748.0,84.73,21.04,Likely to fizzle,ArianaGrande,18586,8081,hocus focus &amp; chill?  https://t.co/OY9Tibpenr
3625,19.73,-19.73,14,71.59,3.713,91.31,231,73.26,8284.0,58.57,14.7,Likely to fizzle,jimmyfallon,4998,1643,"When available, I like to put Doritos on my sandwiches. #MyWeirdSecret"
3626,19.73,19.73,28,86.39,1.424,66.66,349,87.24,201867.0,98.81,11.57,Limited spread,justinbieber,70569,65649,@RyanSeacrest soon enough. Lol. Happy to be joining @onedirection as the new member. Thank you Ryan ;)
3627,19.73,-19.73,4,27.7,0.947,47.42,144,31.6,1292.0,16.63,14.97,Likely to fizzle,YouTube,986,153,"Sorry, but this eagle is cooler than your frenchie. https://t.co/A79p3RMfrk https://t.co/XpjrZ3IMWP"
3628,19.73,-19.73,4,27.7,0.947,47.42,145,36.99,2284.0,29.62,7.37,Likely to fizzle,shakira,566,859,"FOTO:  en Ucrania...siguiendo a La Roja, esto de ser groupie es muy agotador!! :) Shak http://t.co/L1HrQ52Y"
3629,19.73,-19.73,4,27.7,0.947,47.42,147,42.96,3337.0,39.15,3.81,Likely to fizzle,BarackObama,1637,850,You don't need a stamp to send this holiday card: http://t.co/6A2LrzrfdI http://t.co/HLrlPExFvZ
3630,19.73,-19.73,3,2.17,0.509,21.89,134,1.68,702.0,8.06,6.38,Likely to fizzle,cnnbrk,394,154,"Man who helped plan terror attack on a cafe in Bangladesh was killed in a shootout with police, officials say. https://t"
3631,19.74,19.74,26,84.88,1.369,65.14,312,84.55,54924.0,91.01,6.46,Limited spread,ArianaGrande,25564,14680,or maybe i will..... we'll see 🙊☕️🌙 love u
3632,19.74,19.74,4,27.7,0.204,7.96,141,17.96,3730.0,41.89,23.94,Likely to fizzle,selenagomez,530,1600,Flipping through some fashion mags.....getting some inspiration for my next Dream out Loud Collection.... high... http:/
3633,19.76,-19.76,12,67.85,2.902,87.6,209,67.44,116421.0,96.33,28.89,Likely to fizzle,ArianaGrande,53949,31236,I love and appreciate you. U make me happy &amp; I hope I can do the same for u for as long as I can. #mybabes #youremye
3634,19.77,19.77,16,75.01,1.102,55.24,236,74.42,3882.0,43.01,31.4,Likely to fizzle,BarackObama,1990,946,"""We're also our brother's keeper ... our sister's keeper. We're also a country that believes everyone gets a fair shot."""
3635,19.79,-19.79,10,64.28,2.422,84.07,215,68.97,34710.0,84.71,15.74,Likely to fizzle,katyperry,15414,9648,THERE'S MADNESS IN THE AIR! @katyperrypopup #MADPOTION! ✨🔮⚡️ http://t.co/FV6XOnetuI
3636,19.79,-19.79,10,64.28,2.422,84.07,190,62.84,6559.0,53.88,8.97,Likely to fizzle,jtimberlake,4593,983,We made it!!! #JonathanDemme #TIFF16 @Netflix https://t.co/qYF76XKzPl
3637,19.8,-19.8,4,27.7,0.948,47.5,144,31.6,1294.0,16.68,14.92,Likely to fizzle,YouTube,958,168,"#tbt

The history of nostalgia → https://t.co/z66YxfNIHv https://t.co/Ln73n2wIdu"
3638,19.8,-19.8,4,27.7,0.948,47.5,148,47.22,134496.0,97.06,49.83,Likely to fizzle,justinbieber,59466,37515,#justmoji ----&gt; https://t.co/TFd93qlnqi
3639,19.8,-19.8,4,27.7,0.948,47.5,148,47.22,134501.0,97.07,49.84,Likely to fizzle,justinbieber,65753,34374,Fashion week Italy https://t.co/ET23uriIZs
3640,19.8,-19.8,4,27.7,0.948,47.5,140,9.41,38074.0,86.38,76.97,Likely to fizzle,ArianaGrande,21072,8501,♡ Stream #sidetoside ft @nickiminaj now exclusively on @applemusic… https://t.co/TcPUmzaVKC
3641,19.8,-19.8,4,27.7,0.948,47.5,144,31.6,6067.0,52.54,20.93,Likely to fizzle,rihanna,1147,2460,My new TV show is coming to @StyleNetwork! Check it out at http://t.co/4KHEVaLL #StyledToRock
3642,19.8,-19.8,4,27.7,0.948,47.5,145,36.99,5514.0,50.74,13.75,Likely to fizzle,TheEllenShow,3894,810,.@TylerPerry can’t keep Madea down for long. https://t.co/48xEwg0c5d
3643,19.8,-19.8,4,27.7,0.948,47.5,141,17.96,1292.0,16.63,1.33,Likely to fizzle,instagram,940,176,"Hello from Hatta, Dubai and #WWIM13_Emirates! What a beautiful way to celebrate #WWIM13 and #EarthDay: https://t.co/513x"
3644,19.8,19.8,4,27.7,0.203,7.9,140,9.41,452.0,5.8,3.62,Likely to fizzle,jimmyfallon,168,142,"Freestyling With My Mom! Take a video of your mom rapping, upload to YouTube and it could be on the show! Details: http:"
3645,19.83,19.83,9,62.57,0.863,42.74,199,64.94,34651.0,84.66,19.72,Likely to fizzle,ArianaGrande,20539,7056,I love this so much  https://t.co/JFkF9XD4Tc
3646,19.84,19.84,27,85.65,1.392,65.81,336,86.35,55844.0,91.16,4.81,Limited spread,ArianaGrande,25502,15171,happy birthday to one of my fav human beings on earth @alfredoflores!!!!!! you are an actual angel. a goooooood fkkin eg
3647,19.86,19.86,75,99.21,2.014,79.35,1000,99.54,80812.0,94.27,5.28,Viral potential,ArianaGrande,39214,20799,love you love you love you lil valentines
3648,19.86,19.86,10,64.28,0.893,44.42,187,62.09,6793.0,54.54,7.55,Likely to fizzle,KimKardashian,4989,902,THE LOOK: RED CARPET READY https://t.co/lSR7OpLd0I https://t.co/aHSxiHQ6Pc
3649,19.86,19.86,4,27.7,0.201,7.84,147,42.96,6299.0,53.24,10.27,Likely to fizzle,taylorswift13,1349,2475,"About to play in Austin, Texas. http://t.co/JGMQYbRC"
3650,19.88,19.88,5,52.97,0.703,33.09,161,54.8,5345.0,50.18,4.63,Likely to fizzle,KimKardashian,3899,723,I am going to be on a new ABC game show and I need some of my biggest fans to play with! Go to https://t.co/6kbEBq8HU4 t
3651,19.88,19.88,4,27.7,0.2,7.82,143,27.37,210.0,3.16,24.21,Likely to fizzle,Twitter,142,34,Here's a link to that same list where you won't have to login to view: http://twitter.com/twitter/more-twitter-accounts
3652,19.89,-19.89,4,27.7,0.949,47.59,143,27.37,996.0,12.25,15.12,Likely to fizzle,Twitter,250,373,"We review the year of Twitter news &amp; info, and what you were most interested in hearing from us in 2012. http://t.co"
3653,19.89,-19.89,4,27.7,0.949,47.59,140,9.41,2290.0,29.69,20.28,Likely to fizzle,shakira,1024,633,"Wow, Shak's Can't Remember To Forget You video with @Rihanna just hit 300m views! Incredible. http://t.co/M3BXT8Aois Sha"
3654,19.89,-19.89,4,27.7,0.949,47.59,141,17.96,1293.0,16.66,1.3,Likely to fizzle,instagram,949,172,Congrats @SergeyPonomarev! 1st prize for general news story @WorldPressPhoto Awards https://t.co/Wx3dMsM6HG
3655,19.89,-19.89,4,27.7,0.949,47.59,145,36.99,5523.0,50.76,13.77,Likely to fizzle,TheEllenShow,3965,779,"So many wonderful gifts on my show today. And you can enter to win them all right here. https://t.co/hxyqoAryCW
https:/"
3656,19.9,-19.9,16,75.01,5.088,94.91,245,76.18,29564.0,81.62,5.44,Likely to fizzle,TheEllenShow,17192,6186,"Apple knows it’s okay to be gay. And yellow, apparently. 👩‍👩‍👧‍👦"
3657,19.9,-19.9,6,56.14,1.827,76.04,169,57.31,4948.0,48.6,8.71,Likely to fizzle,jtimberlake,2882,1033,Recap from #RespectAwards. Thanks @GLSEN for all that you do! https://t.co/XZE5YYhNwa -teamJT https://t.co/q7uhyhD8y8
3658,19.9,19.9,14,71.59,1.027,51.69,222,70.83,2780.0,34.45,36.38,Likely to fizzle,jtimberlake,1556,612,“@platinumgrille: @jtimberlake Tweet for no reason. Thanks for the groovy tunes.” 🙏
3659,19.91,19.91,15,73.43,1.062,53.53,216,69.26,3743.0,41.98,27.28,Likely to fizzle,BarackObama,1981,881,"""This is an issue of basic fairness: If you work longer and you work harder, you should get paid for it."" —President Oba"
3660,19.92,19.92,4,27.7,0.199,7.78,140,9.41,443.0,5.75,3.67,Likely to fizzle,jimmyfallon,253,95,I am having a “conversation” with Stephen Colbert (@StephenAtHome) Nov. 24th in NJ @MontclairFF! http://t.co/o07C4v5KCy 
3661,19.92,19.92,4,27.7,0.199,7.78,140,9.41,539.0,6.61,2.8,Likely to fizzle,jtimberlake,255,142,The Sugarhill Gang #jtshriners http://t.co/jRXBKEuH
3662,19.92,19.92,4,27.7,0.199,7.78,142,23.88,905.0,10.79,13.09,Likely to fizzle,Cristiano,159,373,Just got this photo... seems like everything is ready http://t.co/he7S5Qsl
3663,19.92,19.92,4,27.7,0.199,7.78,141,17.96,3626.0,41.16,23.2,Likely to fizzle,selenagomez,580,1523,"I posted 3 photos on Facebook in the album ""Dream Out Loud Summer Line Australia"" http://t.co/FS5UbI75"
3664,19.95,19.95,5,52.97,0.702,33.02,149,49.12,28211.0,80.69,31.57,Likely to fizzle,ArianaGrande,15199,6506,I caaaaaan't with this one https://t.co/LShzP1e1Bt
3665,19.98,19.98,18,77.61,1.158,57.64,249,76.9,37685.0,86.18,9.28,Likely to fizzle,ddlovato,19553,9066,Thank you @SKECHERSUSA for letting me hang at your store today!! https://t.co/EnFgvPjwvG
3666,19.99,19.99,19,78.76,1.188,58.77,266,79.6,4187.0,44.87,34.73,Likely to fizzle,BarackObama,1641,1273,"""After all that we've had to overcome, our Congress should stop standing in the way of our country's success."" —Presiden"
3667,19.99,-19.99,4,27.7,0.95,47.69,140,9.41,30979.0,82.56,73.15,Likely to fizzle,ddlovato,13809,8585,I miss my little guy so much.... 💖💕 https://t.co/cd0wGklpB9
3668,19.99,-19.99,4,27.7,0.95,47.69,144,31.6,6079.0,52.57,20.96,Likely to fizzle,rihanna,1601,2239,Kate &amp; I #V http://t.co/Kbxwskp1
3669,19.99,-19.99,4,27.7,0.95,47.69,142,23.88,7226.0,55.63,31.75,Likely to fizzle,KimKardashian,5146,1040,Live. Laugh. Tan. #KardashianGlow http://t.co/wAenViV7Eh
3670,19.99,-19.99,4,27.7,0.95,47.69,140,9.41,2293.0,29.73,20.32,Likely to fizzle,shakira,591,851,"Bill Gates is tackling some of the world greatest problems, guided by the belief that all lives have equal value. Shak h"
3671,19.99,-19.99,4,27.7,0.95,47.69,141,17.96,17340.0,72.14,54.18,Likely to fizzle,selenagomez,5104,6118,Just posted a photo http://t.co/TMDej4ieEx
3672,19.99,-19.99,4,27.7,0.95,47.69,145,36.99,10907.0,64.14,27.15,Likely to fizzle,ladygaga,5171,2868,"Exquisite tailoring, bejeweled swords, clear PVC with satin heels and heirloom shoe-clips. Brava! https://t.co/zXFpK0FXU"
3673,19.99,19.99,7,58.51,0.791,38.51,182,60.82,6015.0,52.34,8.48,Likely to fizzle,KimKardashian,4703,656,TOP KNOTS WITH JEN ATKIN https://t.co/TJ9PkUXzbI https://t.co/3VJvsDFr7K
3674,20.01,20.01,28,86.39,1.416,66.39,339,86.58,44365.0,88.7,2.12,Limited spread,taylorswift13,25339,9513,Tonight is #1989TourRaleigh!! Loving being in NC.
3675,20.02,-20.02,11,66.02,2.69,86.04,199,64.94,49049.0,89.74,24.8,Likely to fizzle,selenagomez,21779,13635,Sneak peek into my upcoming spring collection! Which is your fave? http://t.co/z2zLWmgw8i http://t.co/V6IkcOWCuu
3676,20.02,20.02,29,87.13,1.44,67.11,328,85.75,5471.0,50.62,35.14,Limited spread,britneyspears,1315,2078,T-minus 1 hour until I take over the @CW_network and @VEVO with #WorkBxxCH... ;)
3677,20.02,20.02,14,71.59,1.025,51.57,224,71.41,2776.0,34.43,36.98,Likely to fizzle,jtimberlake,1774,501,“@RickDaSequel: Man i needed some great music in my life today so i revisit @jtimberlake #2020Experience . It's perfecti
3678,20.04,20.04,4,27.7,0.195,7.66,141,17.96,3566.0,40.72,22.77,Likely to fizzle,selenagomez,618,1474,Bought blizzards at DQ today and the proceeds went to help the Children's Miracle Network Hospital :) http://t.co/iEdrbW
3679,20.07,20.07,4,27.7,0.194,7.63,142,23.88,879.0,10.3,13.58,Likely to fizzle,Cristiano,175,352,Pepe just shared this pic of us @San Sebastian  http://t.co/di5htcZH
3680,20.08,20.08,67,98.41,1.944,78.34,821,97.87,4677.0,47.37,50.5,Has legs,shakira,1399,1639,Today is the day! Are you ready? #CantRememberToForgetYou @Rihanna ShakHQ
3681,20.08,-20.08,4,27.7,0.951,47.77,140,9.41,31008.0,82.59,73.18,Likely to fizzle,ddlovato,14380,8314,Fresh face can work for red carpets too! #FFF @devonnebydemi http://t.co/3a0NkvjA1S http://t.co/CdMZJ6mdIG
3682,20.08,-20.08,4,27.7,0.951,47.77,140,9.41,38190.0,86.41,77.0,Likely to fizzle,ArianaGrande,19190,9500,💜 https://t.co/faSs9zaQ1o
3683,20.08,-20.08,4,27.7,0.951,47.77,140,9.41,2577.0,32.51,23.1,Likely to fizzle,jtimberlake,831,873,it's getting close....#iHeartRadio Music Festival via live stream: http://t.co/2Ib2tZl9oA -teamJT
3684,20.08,-20.08,4,27.7,0.951,47.77,140,9.41,2122.0,27.78,18.37,Likely to fizzle,jimmyfallon,1446,338,Web Exclusive: Backstage Dylan Does Drake Hotline Bling https://t.co/o4z8IFzY4q
3685,20.09,20.09,13,69.69,0.987,49.6,213,68.42,32199.0,83.31,14.89,Likely to fizzle,ddlovato,17589,7305,@bellathorne the #wcw is 1000% mutual pretty girl 😻
3686,20.09,20.09,4,27.7,0.193,7.61,142,23.88,873.0,10.21,13.67,Likely to fizzle,Cristiano,151,361,Excited for the match against Sevilla. Join other fans to cheer on @RealMadrid.  http://say.ly/Aikj6f
3687,20.1,20.1,20,79.88,1.213,59.78,241,75.32,3284.0,38.71,36.61,Likely to fizzle,jtimberlake,2270,507,If you are in Miami...party is on. Art + @Sauza901 in upstairs lounge @freehandmiami. #ArtBasel2015
3688,20.11,20.11,78,99.39,2.01,79.28,1000,99.54,285016.0,99.74,0.2,Viral potential,justinbieber,147268,68874,Thanks to everyone who supported me at #TeenChoice tonight. Love to everyone involved
3689,20.11,20.11,36,90.87,1.588,70.76,404,89.89,28962.0,81.26,8.63,Limited spread,selenagomez,11044,8959,I LOVE YOU!! I'm happiest that you get the record now!!! https://t.co/a53uKspuzy
3690,20.12,20.12,63,97.85,1.914,77.73,816,97.8,34912.0,84.83,12.97,Has legs,selenagomez,11206,11853,@twdragoes I. LOVE. BRAZIL.
3691,20.12,20.12,9,62.57,0.858,42.45,196,64.14,121611.0,96.55,32.41,Likely to fizzle,justinbieber,46689,37461,I look forward to coming back to Montreal in the future to do a proper show but I will not be able to attend 2day due to
3692,20.12,20.12,9,62.57,0.858,42.45,187,62.09,1915.0,25.44,36.64,Likely to fizzle,jimmyfallon,651,632,"Tonight: @jtimberlake is back for another #TimberlakeTuesday!! Plus, Orlando Bloom &amp; music from @ElvisCostello &amp;"
3693,20.14,-20.14,4,27.7,0.952,47.84,140,9.41,2298.0,29.82,20.41,Likely to fizzle,shakira,882,708,It's beginning to feel a lot like Christmas... Ya llegó la Navidad... http://t.co/4nMYYViTGb ShakHQ
3694,20.14,-20.14,4,27.7,0.952,47.84,149,49.12,13649.0,68.14,19.02,Likely to fizzle,katyperry,6491,3579,Down to get high for a 2nd time with u tonight #MANCHESTER ! 😜 http://t.co/wGgmJ5vfyr
3695,20.14,-20.14,4,27.7,0.952,47.84,140,9.41,38235.0,86.43,77.02,Likely to fizzle,ArianaGrande,17687,10274,Rip Chanel no 2 @screamqueens https://t.co/aRCk4RLflQ
3696,20.14,-20.14,3,2.17,0.518,22.3,134,1.68,715.0,8.2,6.52,Likely to fizzle,cnnbrk,339,188,"Donald McGahn, general counsel for Donald Trump's campaign, chosen to be his White House counsel.… https://t.co/rQS9kCi0"
3697,20.15,-20.15,15,73.43,4.513,93.58,238,74.75,10069.0,62.51,12.25,Likely to fizzle,jimmyfallon,5283,2393,"Thank you, encores, for being a band's way of saying, ""We're making you beg us to play the only song you came to see."" #"
3698,20.18,20.18,5,52.97,0.697,32.79,153,51.67,950.0,11.57,40.1,Likely to fizzle,instagram,654,148,Planning your next trip just got way more fun 🏝😎 (via @jess_ismore @HPLifestyle) https://t.co/EJwGOtA4LL
3699,20.21,-20.21,4,27.7,0.953,47.9,140,9.41,38292.0,86.46,77.05,Likely to fizzle,ArianaGrande,19722,9285,"this is called ""facetime struggle"" captured by @saschapr https://t.co/gwczKvh14i"
3700,20.21,-20.21,4,27.7,0.953,47.9,140,9.41,2300.0,29.85,20.44,Likely to fizzle,shakira,1114,593,¡Aquí está nuestro gráfico favorito de hoy! ¡Gracias @FeimM! Ya pueden mandar el de 19 días ShakHQ #shakiracountdown htt
3701,20.21,-20.21,4,27.7,0.953,47.9,141,17.96,1298.0,16.77,1.19,Likely to fizzle,instagram,926,186,Exploring the wild watercolors of artist @staceyrozich https://t.co/zpZ9BBCNM6
3702,20.21,-20.21,4,27.7,0.953,47.9,141,17.96,1299.0,16.79,1.17,Likely to fizzle,instagram,963,168,Mismatched shadows for #WHPlightandshadow https://t.co/SnZ14t4oej
3703,20.22,20.22,13,69.69,0.984,49.47,225,71.65,17960.0,72.71,1.06,Likely to fizzle,selenagomez,4166,6897,Got style? Tell the world! Check out http://t.co/93ERPsap and you could rule the @adidasNEOlabel runway in NYC with me! 
3704,20.23,20.23,18,77.61,1.152,57.38,254,77.65,4396.0,45.95,31.69,Likely to fizzle,britneyspears,940,1728,"So, I have a little Ooh La La update for y'all.  Tweet #BritneyOohLaLaNews if you wanna know what it is…"
3705,20.26,-20.26,5,52.97,1.688,73.23,156,53.15,30789.0,82.38,29.23,Likely to fizzle,selenagomez,12743,9023,Did I come home for a 3rd grade graduation? Duh. http://t.co/S6owpa7Bns
3706,20.26,20.26,16,75.01,1.091,54.75,251,77.2,154663.0,97.8,20.6,Likely to fizzle,justinbieber,58015,48324,Great times in Spain. Sorry if I'm feeling a little sick. The ants made me feel better :)
3707,20.26,20.26,15,73.43,1.056,53.18,230,72.99,15140.0,69.96,3.03,Likely to fizzle,katyperry,6292,4424,Neti potting is the worst/best feeling. 👃💦😷
3708,20.27,-20.27,4,27.7,0.954,47.97,147,42.96,3363.0,39.25,3.71,Likely to fizzle,BarackObama,1957,703,Dress to impress—you could win the chance to meet President Obama. Enter now: http://t.co/zBueGYPTHd http://t.co/fAXVkEz
3709,20.27,-20.27,4,27.7,0.954,47.97,148,47.22,135308.0,97.1,49.87,Likely to fizzle,justinbieber,63712,35798,Nice! Lol https://t.co/g5LgNXMwwm
3710,20.29,-20.29,5,52.97,1.689,73.26,155,52.71,12840.0,66.94,14.23,Likely to fizzle,KimKardashian,9158,1841,New glam team alert 👻- KimKardashian https://t.co/eAU5oP4V2B
3711,20.3,20.3,4,27.7,0.184,7.4,143,27.37,193.0,2.97,24.41,Likely to fizzle,Twitter,43,75,Flash widget disabled for now. Read more here: http://bit.ly/87y3hI
3712,20.32,-20.32,14,71.59,3.89,91.9,229,72.77,13709.0,68.2,4.57,Likely to fizzle,BarackObama,8945,2382,"The economy added 151,000 jobs in August—extending the longest streak of total job growth on record."
3713,20.33,-20.33,14,71.59,3.891,91.92,217,69.55,8680.0,59.53,10.02,Likely to fizzle,jimmyfallon,5980,1350,"My dad once said, “I don’t drink water. I have coffee in the morning, two Diet Cokes, and then beer.” #DadQuotes"
3714,20.33,-20.33,4,27.7,0.955,48.03,140,9.41,2304.0,29.89,20.48,Likely to fizzle,shakira,1602,351,Overjoyed to hear about the 3 @premiolonuestro nominations coming home from an amazing LatAm trip - feeling so much… htt
3715,20.33,-20.33,4,27.7,0.955,48.03,140,9.41,38371.0,86.49,77.08,Likely to fizzle,ArianaGrande,22195,8088,✈️ https://t.co/vtzqa5HRxG
3716,20.33,-20.33,4,27.7,0.955,48.03,140,9.41,38344.0,86.47,77.06,Likely to fizzle,ArianaGrande,21422,8461,"tell me about it, stud ... https://t.co/fo48dEtv8q"
3717,20.33,-20.33,4,27.7,0.955,48.03,149,49.12,1301.0,16.84,32.28,Likely to fizzle,instagram,947,177,A reflection that requires a double take #WHParchitecture https://t.co/suatOSLqzr
3718,20.33,-20.33,4,27.7,0.955,48.03,140,9.41,2588.0,32.62,23.21,Likely to fizzle,jtimberlake,1492,548,And in case you are wondering what goes down in the @Sauza901 Tequila Lounge #JT2020Tour... http://t.co/P5WHtUWacc
3719,20.33,20.33,4,27.7,0.183,7.37,142,23.88,830.0,9.65,14.23,Likely to fizzle,Cristiano,310,260,@dcachopa18 I’ll be cheering for Portugal. You can also do it sending your photos to http://t.co/aCqoHCEW6Z #cheerronald
3720,20.33,20.33,4,27.7,0.183,7.37,143,27.37,192.0,2.95,24.43,Likely to fizzle,Twitter,106,43,@SacramentoKings 10 years of 🔥 #KingsDecade https://t.co/YZGdtpqQO0
3721,20.36,20.36,4,27.7,0.182,7.34,141,17.96,3326.0,39.03,21.08,Likely to fizzle,selenagomez,526,1400,Just a few days left for you to try & win tix to #Wango Tango + meet & greet tickets! I can't wait to perform for you!ht
3722,20.37,-20.37,4,27.7,0.956,48.07,140,9.41,38400.0,86.53,77.12,Likely to fizzle,ArianaGrande,20306,9047,"goblin king goblin king, wherever you may be 💜 :( https://t.co/6Ap1bdbJ6B"
3723,20.37,-20.37,4,27.7,0.956,48.07,140,9.41,2307.0,29.91,20.5,Likely to fizzle,shakira,1187,560,¡Aquí está el diseño tan ingenioso del #shakiracountdown de @hennemac27! (¡Ya pueden mandar el de mañana!) ShakHQ http:/
3724,20.39,-20.39,3,2.17,0.525,22.56,134,1.68,724.0,8.29,6.62,Likely to fizzle,cnnbrk,190,267,"Authorities are on the scene of a possible homicide in Holmes County, MS, involving two nuns. https://t.co/OvcvLblvKp"
3725,20.4,-20.4,13,69.69,3.41,90.09,207,66.93,9234.0,60.66,6.27,Likely to fizzle,jtimberlake,6128,1553,I can never express into words how you will continue to inspire me... Thank you for showing a… https://t.co/Fn2Vmk0iRe
3726,20.41,-20.41,16,75.01,5.45,95.42,254,77.65,34857.0,84.79,7.14,Likely to fizzle,rihanna,18919,7969,watch the full #SLEDGEHAMMERVIDEO from @StarTrekMovie on @VEVO and @TIDALHiFi! NOW! 🔨🖖⚓ https://t.co/lrPr0mEDoE
3727,20.41,-20.41,4,27.7,0.957,48.1,144,31.6,6127.0,52.67,21.06,Likely to fizzle,rihanna,1561,2283,"Bitchez be like....""#nomakeup "" http://t.co/6juBOdIVkp"
3728,20.41,-20.41,4,27.7,0.957,48.1,141,17.96,1304.0,16.89,1.07,Likely to fizzle,instagram,922,191,Get ready for Worldwide InstaMeet 14! Here's some inspiration from @StyleCaster in honor of #WWIM14🍴's theme: food. http
3729,20.41,20.41,4,27.7,0.18,7.29,141,17.96,3285.0,38.72,20.77,Likely to fizzle,selenagomez,463,1411,"Okay, we're live at youtube.com/selgomez. Send me your questions tweets with #heyselena in them for the next... http://f"
3730,20.42,20.42,13,69.69,0.981,49.27,223,71.16,1340.0,17.43,53.73,Likely to fizzle,YouTube,1006,167,Need a Distraction? @Kehlani's got you covered: https://t.co/te8MqwfdV8 https://t.co/rUWtDV1jJt
3731,20.43,20.43,4,27.7,0.179,7.27,142,23.88,812.0,9.39,14.49,Likely to fizzle,Cristiano,190,311,"I just got a new high score in Japan in my #CR7Freestyle game!  It's $.99 this week, send me your top scores! http://t.c"
3732,20.44,-20.44,3,2.17,0.526,22.6,134,1.68,726.0,8.33,6.66,Likely to fizzle,cnnbrk,172,277,"The death toll from a car bomb in Mogadishu, Somalia, has risen to at least 20 people, an official says.… https://t.co/P"
3733,20.45,-20.45,4,27.7,0.958,48.15,148,47.22,135834.0,97.13,49.9,Likely to fizzle,justinbieber,65922,34956,Good times at V Files. #PurposeTour merch up now https://t.co/ZXLGuwusLr https://t.co/Ti7z0PsEMh
3734,20.46,20.46,7,58.51,0.783,38.04,173,58.48,111001.0,96.0,37.52,Likely to fizzle,justinbieber,53799,28601,Love me some country. Congrats guys. @DanAndShay #OBSESSED  https://t.co/XKlJ9dF4Dx
3735,20.47,20.47,4,27.7,0.178,7.23,142,23.88,805.0,9.32,14.56,Likely to fizzle,Cristiano,111,347,"Here's another picture from today's match. I'm proud of my team for their effort, and congratulations to Argentina. http"
3736,20.47,20.47,4,27.7,0.178,7.23,140,9.41,482.0,6.07,3.35,Likely to fizzle,jtimberlake,160,161,Question 4: http://t.co/r0WXs5gaNU #finderskeepers
3737,20.47,20.47,4,27.7,0.178,7.23,144,31.6,1141.0,14.27,17.34,Likely to fizzle,rihanna,359,391,"@jennnrosales is fast asleep...well, most of her! #yachtlife #happyfeet http://t.co/mz4EbgaBpk"
3738,20.48,-20.48,9,62.57,2.328,83.05,193,63.45,8205.0,58.38,5.07,Likely to fizzle,BarackObama,2991,2607,"""If you meet the criteria, you can come out of the shadows and get right with the law."" —President Obama #ImmigrationAct"
3739,20.48,20.48,13,69.69,0.98,49.21,221,70.52,2657.0,33.38,37.14,Likely to fizzle,jtimberlake,1185,736,@memgrizz #BelieveMemphis
3740,20.5,-20.5,15,73.43,4.644,93.93,213,68.42,17727.0,72.44,4.02,Likely to fizzle,britneyspears,2473,7627,My heart is with the children and families of Connecticut today... #PrayForNewton
3741,20.5,20.5,68,98.59,1.929,78.1,916,98.6,77376.0,93.97,4.64,Has legs,ArianaGrande,35436,20970,30m beautiful baby loves. i love you.
3742,20.5,-20.5,4,27.7,0.959,48.19,140,9.41,38514.0,86.55,77.14,Likely to fizzle,ArianaGrande,19272,9621,pre show adventures around the venue / grainy snapchat photo shoots 🗻🗻🗻 see you soon Toronto babes… https://t.co/scpzPhp
3743,20.5,-20.5,4,27.7,0.959,48.19,140,9.41,2142.0,28.0,18.59,Likely to fizzle,jimmyfallon,1562,290,I'm #family!  https://t.co/xljIZbJqih
3744,20.51,-20.51,16,75.01,5.509,95.52,228,72.53,12291.0,66.27,6.26,Likely to fizzle,jimmyfallon,8717,1787,"I secretly got on a city bus one stop before my friend Dennis and told everyone on it to casually say ""Hi Dennis"" to him"
3745,20.54,20.54,36,90.87,1.568,70.34,413,90.26,22479.0,76.42,13.84,Limited spread,katyperry,14693,3893,🙋🏻#1 fan over here will be in Philly nxt week using my voice 2 support @HillaryClinton! Txt KATY PERRY to 47246 to tune 
3746,20.54,20.54,4,27.7,0.177,7.16,144,31.6,1134.0,14.15,17.45,Likely to fizzle,rihanna,254,440,“@CuntMeOut: Unapologetic is #27 now! U better SLAY Rih!” #PreOrderLife  #UNAPOLOGETIC get into it &gt;&gt;&gt; http://t
3747,20.55,20.55,17,76.37,1.114,55.83,239,74.91,3928.0,43.29,31.61,Likely to fizzle,BarackObama,1848,1040,"""We all have a part to play to make sure that everybody's got a fair shot in this society."" —President Obama"
3748,20.58,-20.58,4,27.7,0.961,48.28,140,9.41,2605.0,32.73,23.32,Likely to fizzle,jtimberlake,1617,494,Sunday. Elliott Ives @SoiRodgers. Huss Hard. #MeetTheTNKids http://t.co/oYGJ77eOSW -teamJT http://t.co/FHHstEqg0L
3749,20.58,-20.58,4,27.7,0.961,48.28,140,9.41,2319.0,30.05,20.64,Likely to fizzle,shakira,1255,532,Here's Shak rocking a great live performance of Empire on @BBCTheVoice in the UK last night.  SHakHQ http://t.co/3Yotuyh
3750,20.58,-20.58,4,27.7,0.961,48.28,141,17.96,17544.0,72.31,54.35,Likely to fizzle,selenagomez,5038,6253,💥 http://t.co/kNHMGkoHlX
3751,20.58,-20.58,4,27.7,0.961,48.28,140,9.41,2144.0,28.02,18.61,Likely to fizzle,jimmyfallon,1402,371,Did a Lip Flip with @AdamSandler https://t.co/lY1GU1ZcX3 #FallonTonight
