rank,rank_error,signed_error,score,score_pct,rel_amp,actual_rel_amp_pct,reach_median,reach_median_pct,engagement,engagement_pct,reach_vs_eng_error,verdict,author,likes,retweets,tweet
506,2.56,2.56,18,77.61,1.777,75.05,257,78.18,71296.0,93.33,15.15,Likely to fizzle,ArianaGrande,41352,14972,"@xxTirzaJessxx that's the thing. women expressing sexuality is often mistaken for ""hi come disrespect me!!!!"".. &amp; th"
507,2.56,2.56,16,75.01,1.655,72.45,247,76.49,234632.0,99.33,22.84,Likely to fizzle,justinbieber,110864,61884,So #WhatDoYouMean won Favorite Song at last night's @PeoplesChoice Awards. Thank you very much
508,2.57,-2.57,10,64.28,1.431,66.85,187,62.09,57422.0,91.51,29.42,Likely to fizzle,ArianaGrande,28542,14440,Please send some extra light Ophelia's way today my babies. I'm sure she'll be okay but I'm just a little nervous atm. M
509,2.58,2.58,4,27.7,0.567,25.12,141,17.96,773.0,8.92,9.04,Likely to fizzle,instagram,549,112,Fighting to breathe with Caleigh Haber https://t.co/NRtthCcYuj
510,2.58,2.58,4,27.7,0.567,25.12,145,36.99,3297.0,38.82,1.83,Likely to fizzle,TheEllenShow,2579,359,Here’s your scorecard for the #Oscars. You’re welcome. https://t.co/9TJmDNXe53 https://t.co/oCVDqldzp0
511,2.58,2.58,4,27.7,0.567,25.12,147,42.96,17768.0,72.5,29.53,Likely to fizzle,taylorswift13,4270,6749,Oh my God. Just got home. http://t.co/1xV1WPvc
512,2.59,-2.59,4,27.7,0.654,30.28,145,36.99,11929.0,65.72,28.73,Likely to fizzle,selenagomez,1905,5012,Love You Like A Love Song is on sale this week on @iTunesMusic for Valentine's Day. http://t.co/8sNuPycH
513,2.59,-2.59,4,27.7,0.654,30.28,141,17.96,891.0,10.51,7.45,Likely to fizzle,instagram,625,133,Featured submissions from this weekend’s hashtag project: #WHPgoforgold https://t.co/yIghdPwBcV https://t.co/NEZ0mmcCcN
514,2.59,-2.59,4,27.7,0.654,30.28,144,31.6,4187.0,44.87,13.27,Likely to fizzle,rihanna,1203,1492,#LondonTown #RobertoCavalli #YesThisIsAMensJacket http://t.co/HZWp0ExO42
515,2.59,-2.59,4,27.7,0.654,30.28,144,31.6,4189.0,44.9,13.3,Likely to fizzle,rihanna,1003,1593,Be secure! #dn http://t.co/rVtMKpiR
516,2.6,2.6,10,64.28,1.268,61.69,193,63.45,7365.0,56.15,7.3,Likely to fizzle,TheEllenShow,6137,614,"Look at me! I Powerpuffed myself. Happy hump day, everyone. https://t.co/X4m7W1kwWQ https://t.co/U7huXSW41H"
517,2.61,-2.61,14,71.59,1.738,74.2,243,75.76,246427.0,99.42,23.66,Likely to fizzle,justinbieber,95557,75435,Big brother day :)
518,2.62,-2.62,10,64.28,1.433,66.9,195,63.91,3197.0,38.03,25.88,Likely to fizzle,jimmyfallon,2401,398,You. Always. Know. What. Time. It. Is. Great job as always last night. https://t.co/wX7IYcMuRq
519,2.63,-2.63,13,69.69,1.649,72.32,216,69.26,3679.0,41.53,27.73,Likely to fizzle,jimmyfallon,2625,527,"Tonight: @DavidSpade! Plus @milliebbrown @FinnSkata @GatenM123 @calebrmclaughl1 from @Stranger_Things, &amp; music from "
520,2.64,-2.64,18,77.61,2.081,80.25,230,72.99,83490.0,94.48,21.49,Likely to fizzle,ArianaGrande,37836,22827,#5daysTilDangerouswoman
521,2.64,-2.64,7,58.51,1.25,61.15,164,55.74,9494.0,61.21,5.47,Likely to fizzle,KimKardashian,7630,932,I'm going to Paris fashion week! Who is coming with me in the Kim Kardashian Hollywood game? Own your own fashion h… htt
522,2.64,-2.64,4,27.7,0.655,30.34,141,17.96,893.0,10.56,7.4,Likely to fizzle,instagram,605,144,Escape to these national parks without breaking a sweat  (via @ManMadeDIY) https://t.co/8qwlWLYASu
523,2.64,-2.64,4,27.7,0.655,30.34,140,9.41,1775.0,23.95,14.54,Likely to fizzle,jtimberlake,559,608,Austin!!! Head for the bulls to get one of these JT-signed #RunnerRunner shoes now!!! #Finderskeepers! http://t.co/Sf0LY
524,2.64,-2.64,4,27.7,0.655,30.34,140,9.41,1582.0,21.26,11.85,Likely to fizzle,shakira,356,613,No se pierdan un nuevo comercial de @NBCTheVoice con Shakira (el programa empieza el 25 de Marzo!) http://t.co/dNuK0jZB 
525,2.65,2.65,4,27.7,0.566,25.05,144,31.6,3623.0,41.13,9.53,Likely to fizzle,rihanna,729,1447,"Watch now, #777tour live from London! US, go to http://t.co/UF3ZWOFe &amp; rest of world click to http://t.co/AIAWym9i"
526,2.65,2.65,4,27.7,0.566,25.05,140,9.41,22734.0,76.65,67.24,Likely to fizzle,ArianaGrande,12314,5210,🙈🙈🙈 https://t.co/3eBqBKoWhn
527,2.65,2.65,4,27.7,0.566,25.05,142,23.88,4305.0,45.62,21.74,Likely to fizzle,KimKardashian,3173,566,Loved running into Jean- Paul Goude in New York. I hadn't seen him since we shot our Paper Cover!He's really the best ht
528,2.65,2.65,4,27.7,0.566,25.05,141,17.96,772.0,8.89,9.07,Likely to fizzle,instagram,576,98,"Framing a backflip is all about finding the right shape #WHPframeit
https://t.co/GZu4oRQsTX"
529,2.65,2.65,4,27.7,0.566,25.05,145,36.99,3288.0,38.75,1.77,Likely to fizzle,TheEllenShow,2532,378,"She doesn't have her own car, but Mariah still helps the people of Flint by bringing them water. Now she has both. https"
530,2.65,2.65,4,27.7,0.566,25.05,140,9.41,1535.0,20.53,11.12,Likely to fizzle,jtimberlake,545,495,Come find it NYC! #finderskeepers #The2020Experience http://t.co/vIosHkx2xU
531,2.65,2.65,4,27.7,0.566,25.05,140,9.41,22738.0,76.66,67.25,Likely to fizzle,ArianaGrande,12986,4876,🙊 https://t.co/18Kq3zBrXW
532,2.65,2.65,4,27.7,0.566,25.05,153,51.67,6499.0,53.75,2.08,Likely to fizzle,ladygaga,2861,1819,"I'm calling into @HSN Live 2NITE @11pm ET, 8pm PT! I'll answer questions live, it'll surely be a blast! #CheekToCheek ht"
533,2.66,-2.66,19,78.76,2.163,81.42,269,79.93,12565.0,66.61,13.32,Likely to fizzle,TheEllenShow,8069,2248,"Happy birthday, Bono. I wanted to get you the perfect present, but I still haven't found what I'm looking for."
534,2.69,-2.69,5,52.97,1.111,55.66,166,56.38,1517.0,20.18,36.19,Likely to fizzle,YouTube,1299,109,"En garde!!! Let’s go, @MatPatGT ⚔⚔⚔  #VidCon #YTRedOriginals https://t.co/7NEsbceK1i"
535,2.71,-2.71,4,27.7,0.656,30.4,143,27.37,689.0,7.91,19.46,Likely to fizzle,Twitter,113,288,Tweet your questions for the White House's first @townhall this week. Use #AskObama and tune in July 6th at 2 PM ET at h
536,2.71,-2.71,4,27.7,0.656,30.4,140,9.41,26363.0,79.36,69.95,Likely to fizzle,ArianaGrande,13761,6301,hahahahahhahah 🙈  https://t.co/UNDtAS8XFJ
537,2.71,-2.71,4,27.7,0.656,30.4,144,31.6,4201.0,45.01,13.41,Likely to fizzle,rihanna,1983,1109,@noellaalstrom Happy Birthday to the most beautiful girl in my family besides her own daughter! My… http://t.co/3X0SjVr3
538,2.74,2.74,53,95.79,4.248,93.05,654,95.64,602405.0,99.99,4.35,Has legs,justinbieber,230889,185758,Feels good to just be happy :)
539,2.75,2.75,4,27.7,0.565,24.95,145,36.99,3284.0,38.71,1.72,Likely to fizzle,TheEllenShow,2596,344,.@MiloVentimiglia made a splashy appearance on my show today. https://t.co/dUU8ab87PG
540,2.75,2.75,4,27.7,0.565,24.95,141,17.96,770.0,8.86,9.1,Likely to fizzle,instagram,558,106,"Into the tidal flats off the coast of Zanzibar #TheWeekOnInstagram
https://t.co/ZHqWqXh0Hd"
541,2.75,2.75,4,27.7,0.565,24.95,140,9.41,22691.0,76.58,67.17,Likely to fizzle,ArianaGrande,12967,4862,had to redo my response to you because that emoji combo was absolutely hideous. just horrendous. love u bae. https://t.c
542,2.75,2.75,4,27.7,0.565,24.95,141,17.96,10302.0,62.9,44.94,Likely to fizzle,selenagomez,1930,4186,Ah yes. That was a milestone.  @taylorswift13: The day @selenagomez and I learned a valuable lesson from a pillow.  http
543,2.75,2.75,4,27.7,0.565,24.95,141,17.96,770.0,8.86,9.1,Likely to fizzle,instagram,546,112,"A hidden heart in Thessaloniki, Greece #TheWeekOnInstagram
https://t.co/SqUUzxFBV1"
544,2.75,2.75,4,27.7,0.565,24.95,140,9.41,1531.0,20.43,11.02,Likely to fizzle,jtimberlake,545,493,US folks it's the final wk of @THETNKIDS @Myspace photo contest! Theme is bonus track #PairOfWings: http://t.co/qCD2tFWP
545,2.76,-2.76,17,76.37,2.002,79.13,245,76.18,65166.0,92.6,16.42,Likely to fizzle,ddlovato,29718,17724,"I need clear ocean water, white sand and a cloudless sky ASAP"
546,2.76,-2.76,4,27.7,0.657,30.45,141,17.96,895.0,10.59,7.37,Likely to fizzle,instagram,675,110,High school lax stars warm up on the field #BoomerangOfTheWeek https://t.co/F55FHIqKDv
547,2.76,-2.76,4,27.7,0.657,30.45,140,9.41,26396.0,79.38,69.97,Likely to fizzle,ArianaGrande,14220,6088,milk n cookies i think (wit it) https://t.co/eKW2dvEgxo
548,2.76,-2.76,4,27.7,0.657,30.45,149,49.12,9420.0,61.08,11.96,Likely to fizzle,katyperry,4612,2404,"S/O to my mates @elektrikpeople &amp; their new music vid for ""The Lost Get Loud"" http://t.co/xSvdCLCFsO imma get a hula"
549,2.77,2.77,39,92.15,3.227,89.39,482,92.54,8739.0,59.63,32.92,Limited spread,jtimberlake,6509,1115,NBD... Just writing with @littlebigtown This band is the truth!! So good!!!! https://t.co/2d3a2Ilxqu
550,2.78,2.78,37,91.31,3.055,88.53,403,89.85,8272.0,58.53,31.33,Limited spread,jtimberlake,3846,2213,"Ok, Memphis... We 'bout to TURN ALL THE WAY UP! Show the #TNKids how wild my hometown can get tonight!!! #JT2020Tour #MT"
551,2.79,-2.79,5,52.97,1.113,55.76,154,52.22,1519.0,20.21,32.01,Likely to fizzle,YouTube,1135,192,And to your left you’ll see a dwarf planet named Ceres. https://t.co/Qpi7UZe0sw https://t.co/iOHcsPN6V5
552,2.8,-2.8,21,80.9,2.386,83.7,277,80.99,27377.0,80.05,0.94,Likely to fizzle,ladygaga,13575,6901,You know mom loves you when she calls your fav bartender Gino for his dirty vodka martini recipe. I'm ready for my post 
553,2.83,-2.83,4,27.7,0.658,30.53,140,9.41,26444.0,79.44,70.03,Likely to fizzle,ArianaGrande,14828,5808,💜💜💜💜 https://t.co/cUwQsm2RS1
554,2.83,-2.83,4,27.7,0.658,30.53,147,42.96,2321.0,30.07,12.89,Likely to fizzle,BarackObama,1191,565,Opponents of common-sense immigration reform are standing in the way of progress: http://t.co/3Iw3AapS44
555,2.83,-2.83,4,27.7,0.658,30.53,149,49.12,9440.0,61.1,11.98,Likely to fizzle,katyperry,4426,2507,"#SpeakInTongues directed by @AwkwardAya &amp; featuring the incredibly talented @KhasanB84
http://t.co/hzSxS5VrlN"
556,2.83,-2.83,4,27.7,0.658,30.53,148,47.22,93315.0,95.19,47.96,Likely to fizzle,justinbieber,37777,27769,proud of you @carlyraejepsen.. album is incredible. congrats http://t.co/hisIosgVv3 http://t.co/CTy4gG3HWL
557,2.83,-2.83,4,27.7,0.658,30.53,140,9.41,1587.0,21.3,11.89,Likely to fizzle,shakira,709,439,First person to reply with the names of all the footballers in the new video gets a RT! http://t.co/9RBFoLYgmR ShakHQ #d
558,2.83,2.83,4,27.7,0.564,24.87,141,17.96,769.0,8.84,9.12,Likely to fizzle,instagram,547,111,Creating a curly-haired community with @frogirlginny https://t.co/IW3ZQnYe74
559,2.83,2.83,4,27.7,0.564,24.87,140,9.41,1362.0,17.73,8.32,Likely to fizzle,shakira,356,503,"It’s Christmas Eve! To get you in the spirit, here’s Shak’s version of Santa Baby from 2009… https://t.co/zCD0MopQ Shaki"
560,2.83,2.83,4,27.7,0.564,24.87,148,47.22,80005.0,94.24,47.01,Likely to fizzle,justinbieber,33151,23427,I heard it's aight  https://t.co/OiDKDbmpx6
561,2.84,2.84,6,56.14,1.058,53.3,163,55.41,42427.0,88.11,32.7,Likely to fizzle,ArianaGrande,22527,9950,#4daystilDangerousWoman / #LEAVEMELONELY today ♡ macygrayslife @applemusic https://t.co/Mzda9G8tzd
562,2.86,-2.86,5,52.97,1.114,55.83,156,53.15,36250.0,85.52,32.37,Likely to fizzle,ddlovato,15942,10154,Happy Straya Day mates!!!! Can’t wait to bring the #DEMIWORLDTOUR to AUS in April!!! http://t.co/lR8Sx86X0k http://t.co/
563,2.87,-2.87,28,86.39,3.202,89.26,347,87.13,100280.0,95.43,8.3,Limited spread,taylorswift13,43830,28225,"@ArianaGrande I'm so proud of you, always. But especially today. 

""She will need her sisterhood."""
564,2.87,-2.87,13,69.69,1.659,72.56,206,66.64,53980.0,90.83,24.19,Likely to fizzle,ddlovato,28120,12930,NEW YORK!!! I'm headlining @DigiTour's DigiFest NYC on June 6th at Citi Field! Tickets &amp; Info: http://t.co/FE9adnPJT
565,2.88,-2.88,14,71.59,1.748,74.46,231,73.26,3899.0,43.11,30.15,Likely to fizzle,jimmyfallon,2745,577,"Hashtag game! Tweet out something funny, weird, or embarrassing about your teacher and tag with #MyTeacherIsWeird. Could"
566,2.88,2.88,4,27.7,0.563,24.82,145,36.99,3276.0,38.67,1.68,Likely to fizzle,TheEllenShow,2364,456,Its the final day of #Ellens12Days! Check out my big finale gifts. Thanks #VisaCheckout for being an amazing sponsor htt
567,2.88,2.88,4,27.7,0.563,24.82,147,42.96,1985.0,26.28,16.68,Likely to fizzle,BarackObama,991,497,ICYMI: President Obama wants your internet to move faster. http://t.co/8D57Sqai3H #BetterBroadband
568,2.91,-2.91,19,78.76,2.187,81.67,266,79.6,31350.0,82.79,3.19,Likely to fizzle,katyperry,9094,11128,I wish there was a Chanel emoji!
569,2.92,-2.92,7,58.51,1.26,61.43,169,57.31,2810.0,34.7,22.61,Likely to fizzle,jimmyfallon,1896,457,"Tonight: Presidential candidate @HillaryClinton is here, plus Dakota Johnson stops by and @fettywap performs! #FallonTon"
570,2.93,2.93,30,87.79,2.52,84.87,362,88.0,11419.0,64.93,23.08,Limited spread,Cristiano,2323,4548,Thanks everyone for reaching the 16 million followers on Twitter.
571,2.93,-2.93,4,27.7,0.659,30.62,141,17.96,898.0,10.63,7.33,Likely to fizzle,instagram,610,144,"Participate in this weekend’s hashtag project: #WHPstyle
https://t.co/SqzlGYRU55"
572,2.93,-2.93,4,27.7,0.659,30.62,144,31.6,899.0,10.67,20.94,Likely to fizzle,YouTube,741,79,A makeup routine that’s v chill. https://t.co/l5cLq7trnf https://t.co/SJNuvFHdZD
573,2.93,-2.93,4,27.7,0.659,30.62,141,17.96,898.0,10.63,7.33,Likely to fizzle,instagram,652,123,"These sand videos are so oddly satisfying (thanks, @POPSUGARTech!) https://t.co/NFsDi5Yhm7"
574,2.93,-2.93,4,27.7,0.659,30.62,145,36.99,3830.0,42.64,5.65,Likely to fizzle,TheEllenShow,3080,375,It’s so cool to be Apple’s Top Paid App of 2015. I hope you love playing Heads Up! as much as I do. https://t.co/93T5wqu
575,2.93,-2.93,4,27.7,0.659,30.62,148,47.22,93525.0,95.21,47.98,Likely to fizzle,justinbieber,35613,28956,Proud of u @MadisonElleBeer #AllForLove http://t.co/VtvKaZKlj4 good luck!
576,2.93,2.93,4,27.7,0.562,24.77,144,31.6,3594.0,40.97,9.37,Likely to fizzle,rihanna,988,1303,#CCCoutureCertified http://t.co/PkM4nQB6sY
577,2.93,2.93,4,27.7,0.562,24.77,147,42.96,1983.0,26.26,16.71,Likely to fizzle,BarackObama,1137,423,This would be huge for working families: http://t.co/BKRQaGssZk #LeadOnLeave
578,2.93,2.93,4,27.7,0.562,24.77,147,42.96,1983.0,26.26,16.71,Likely to fizzle,BarackObama,1103,440,"LIVE: President Obama is speaking in Louisville, Kentucky, about the economy. http://t.co/P1uPeIHzQK"
579,2.94,-2.94,49,94.86,8.25,97.8,622,95.16,22341.0,76.31,18.86,Limited spread,jtimberlake,18319,2011,"Woke up to a @goldenglobes nom! And then played hide and seek with my son before breakfast! Double win!Thank you, HFPA!!"
580,2.94,-2.94,9,62.57,1.383,65.51,202,65.62,45015.0,88.86,23.24,Likely to fizzle,ddlovato,16035,14490,@rihanna is #everythinggoals
581,2.95,-2.95,12,67.85,1.589,70.79,207,66.93,51719.0,90.32,23.39,Likely to fizzle,ddlovato,22219,14750,Domo Arigato Demi Lovato... 😳
582,2.96,-2.96,37,91.31,4.801,94.27,461,91.92,27896.0,80.54,11.39,Limited spread,TheEllenShow,24024,1936,.@POTUS I am honored you mentioned me in your last press conference. I’ll make sure to mention you on my last show. ❤️
583,2.97,-2.97,14,71.59,1.753,74.55,225,71.65,248528.0,99.44,27.79,Likely to fizzle,justinbieber,119982,64273,#ilovecanada
584,2.97,2.97,5,52.97,0.994,50.01,159,54.15,140996.0,97.29,43.14,Likely to fizzle,justinbieber,49738,45629,New single #SORRY Tonight. Produced by @Skrillex and @bloodpop. #PreOrderPURPOSE to get it https://t.co/LPeZlzLgrX
585,2.98,2.98,25,84.1,2.138,81.12,308,84.12,85778.0,94.68,10.56,Limited spread,ArianaGrande,43148,21315,my babies tweeting their asses off getting excited. I love you. I've been waiting forever to share this new music w you.
586,2.98,2.98,4,27.7,0.561,24.72,140,9.41,22540.0,76.47,67.06,Likely to fizzle,ArianaGrande,13084,4728,💜💜💜 https://t.co/lZRhMWnelf
587,2.98,2.98,4,27.7,0.561,24.72,147,42.96,1979.0,26.21,16.75,Likely to fizzle,BarackObama,1035,472,This will take you less than a minute: http://t.co/jDFr1rASkp http://t.co/nGlIQyNV2S
588,2.98,2.98,4,27.7,0.561,24.72,140,9.41,1354.0,17.6,8.19,Likely to fizzle,shakira,338,508,"And this is the final outcome - Y este es el resultado. Shak
 http://t.co/ibfBbVVT"
589,2.99,2.99,28,86.39,2.362,83.41,333,86.13,6396.0,53.42,32.72,Limited spread,jtimberlake,4632,882,“@carrieunderwood: Had such a great time tonight at the @jtimberlake concert! I always leave so inspired when I get to..
590,3.0,-3.0,6,56.14,1.196,59.13,168,57.03,47967.0,89.47,32.44,Likely to fizzle,ArianaGrande,29227,9370,Just posted a photo https://t.co/sblKO3LH4h
591,3.0,-3.0,4,27.7,0.66,30.69,140,9.41,1595.0,21.38,11.97,Likely to fizzle,shakira,809,393,"Check out the official Dare (La La La) remixes, only on @Beatport - Link: http://t.co/ltL9OMVcOD. ShakHQ http://t.co/Rkc"
592,3.0,-3.0,4,27.7,0.66,30.69,142,23.88,5023.0,48.87,25.0,Likely to fizzle,KimKardashian,3741,641,Join the #BalmainArmy So excited @ORousteing &amp; Balmain's Fall 2015/2016 collection is in the Kim Kardashian Game htt
593,3.0,-3.0,4,27.7,0.66,30.69,145,36.99,7577.0,56.79,19.8,Likely to fizzle,ladygaga,3767,1905,Cover 14/16 #V99 Inez van Lamsweerde and Lady Gaga photographed by Vinoodh Matadin… https://t.co/Lg56v4exem
594,3.0,-3.0,4,27.7,0.66,30.69,141,17.96,899.0,10.67,7.29,Likely to fizzle,instagram,665,117,It’s treat time! #WHPwildthings https://t.co/sNzW4xUljt
595,3.02,-3.02,17,76.37,2.018,79.39,232,73.54,65674.0,92.69,19.15,Likely to fizzle,ddlovato,30926,17374,Seriously though.... I'm SO PROUD of Caitlyn Jenner. #obsessed #gorgeous
596,3.02,-3.02,10,64.28,1.448,67.3,199,64.94,3230.0,38.32,26.62,Likely to fizzle,jimmyfallon,876,1177,"The Ravens play the Broncos in the NFL opener tonight. Yeah, 3 hours of Peyton Manning – and that's just the commercials"
597,3.03,3.03,39,92.15,3.181,89.12,484,92.6,18481.0,73.2,19.4,Limited spread,TheEllenShow,13719,2381,Kate McKinnon! I'm so happy for you. You deserve it and so much more. And not just because you thanked me. #Emmys
598,3.03,-3.03,11,66.02,1.516,69.05,206,66.64,214928.0,99.08,32.44,Likely to fizzle,justinbieber,96002,59463,Request #company
599,3.04,3.04,29,87.13,2.423,84.09,358,87.8,27809.0,80.46,7.35,Limited spread,ladygaga,14203,6803,HERE WE GO! My commercial for @AppleMusic !!! #AYO ✌🏽️✌🏿️✌🏼️ https://t.co/1RT352xLjX
600,3.04,3.04,6,56.14,1.054,53.1,168,57.03,42267.0,88.07,31.04,Likely to fizzle,ArianaGrande,24989,8639,omg I'm not ok ... love you. cannot wait to hug you. and also pass out.  https://t.co/elVauB4BXs
601,3.04,-3.04,4,27.7,0.661,30.74,143,27.37,693.0,7.94,19.43,Likely to fizzle,Twitter,169,262,The pulse of your city - Trends are now available in 100 more cities around the world. http://t.co/bckxh2zA
602,3.04,-3.04,4,27.7,0.661,30.74,141,17.96,900.0,10.69,7.27,Likely to fizzle,instagram,644,128,These gorgeous flower crowns aren't like any you've seen before 🌸👑https://t.co/poVN8Pl4eP (via @Refinery29)
603,3.04,3.04,4,27.7,0.56,24.66,141,17.96,763.0,8.77,9.19,Likely to fizzle,instagram,531,116,"Seeking the surprises in every day with Vladimir Kutenkov
https://t.co/lJ3uKVLyUW"
604,3.05,-3.05,6,56.14,1.197,59.18,165,56.03,6956.0,54.89,1.14,Likely to fizzle,TheEllenShow,5024,966,"This may be the weirdest thing that’s ever happened on the show. Happy #ThrowbackThursday #TBT
https://t.co/8OLQUQ37bY"
605,3.05,-3.05,6,56.14,1.197,59.18,153,51.67,38946.0,86.72,35.05,Likely to fizzle,ddlovato,19060,9943,NO FUCKING WAY 😭😭😭 https://t.co/eFcR3vDNV5
606,3.05,-3.05,6,56.14,1.197,59.18,167,56.74,4218.0,45.12,11.62,Likely to fizzle,BarackObama,2566,826,The Supreme Court shouldn't be part of partisan political games. Add your name if you agree: https://t.co/j8T9Vqlffe
607,3.05,-3.05,5,52.97,1.118,56.02,159,54.15,12833.0,66.92,12.77,Likely to fizzle,ladygaga,3953,4440,"Watch me and @itstonybennett sing ""WINTER WONDERLAND"" Live from Rockefeller Center Tree Lighting! https://t.co/PewSJsSEU"
608,3.06,3.06,20,79.88,1.867,76.83,263,79.2,14188.0,68.85,10.36,Likely to fizzle,KimKardashian,8926,2631,Ok I'm done! LOL
609,3.07,-3.07,4,27.7,0.662,30.77,152,51.19,20751.0,75.13,23.94,Likely to fizzle,taylorswift13,11429,4661,"This love is good.
#TS1989 
#taylurking http://t.co/vYF17G6Sz4"
610,3.07,-3.07,4,27.7,0.662,30.77,140,9.41,1597.0,21.4,11.99,Likely to fizzle,shakira,401,598,"Aquí se unen el Océano Atlántico y el Océano Índico, el punto más austral de África. Shak http://t.co/tdAOGCjc"
611,3.09,-3.09,8,60.65,1.325,63.74,173,58.48,10065.0,62.5,4.02,Likely to fizzle,KimKardashian,6833,1616,BIRKIN VIBES https://t.co/k35Pdw29xp https://t.co/NfmXNP5t8v
612,3.09,3.09,7,58.51,1.105,55.42,159,54.15,44311.0,88.69,34.54,Likely to fizzle,ArianaGrande,24983,9664,my favorite photo. my aunt Judy with Gloria Steinem!! (two queeeents indeed) https://t.co/XkFppOjK88
613,3.11,-3.11,9,62.57,1.388,65.68,189,62.57,15928.0,70.85,8.28,Likely to fizzle,ladygaga,6786,4571,Today tell the world #IamNotJust CONFUSED SAD BEING DRAMATIC #emotionrevoloution @btwfoundation @YaleEmotion https://t.c
614,3.11,3.11,4,27.7,0.559,24.59,147,42.96,1969.0,26.1,16.87,Likely to fizzle,BarackObama,1071,449,Time to weigh in—who deserves the #ChampionDenier title? http://t.co/Fyyz0hLnez
615,3.11,3.11,4,27.7,0.559,24.59,140,9.41,22442.0,76.38,66.97,Likely to fizzle,ArianaGrande,12190,5126,mayyyyyybe sooon https://t.co/KHnogYn0Bq
616,3.11,3.11,4,27.7,0.559,24.59,143,27.37,586.0,6.9,20.47,Likely to fizzle,Twitter,102,242,Meet Twitter for Google TV http://t.co/Dzay8E3
617,3.11,3.11,4,27.7,0.559,24.59,144,31.6,3581.0,40.82,9.22,Likely to fizzle,rihanna,1013,1284,"GET MY LOOK SOON: black cropped hoodie w/ attached mesh sleeves, black baggy rolled up denim w/ waxed… http://t.co/xfxTw"
618,3.12,3.12,27,85.65,2.279,82.53,326,85.6,32657.0,83.53,2.08,Limited spread,katyperry,13917,9370,IS ANYONE ELSE DISGUSTED YET?! WAKE UP AMERICA: http://t.co/WGSGpZZG30
619,3.13,-3.13,34,89.88,4.209,93.0,395,89.56,5732.0,51.4,38.17,Limited spread,instagram,3084,1324,“All of our lives are worth the same. To be kind doesn’t take anything from us.” —@MarkBustos
620,3.13,-3.13,30,87.79,3.597,90.92,343,86.87,27343.0,79.99,6.88,Limited spread,KimKardashian,19437,3953,Wait I went to text Scott and started typing Lord LOL
621,3.13,3.13,14,71.59,1.495,68.46,236,74.42,3335.0,39.14,35.27,Likely to fizzle,jimmyfallon,1501,917,Tonight: @xtina Aguilera is here! Plus @JeffProbst stops by and @KidRock performs. #FallonTonight
622,3.13,-3.13,4,27.7,0.663,30.83,144,31.6,905.0,10.79,20.81,Likely to fizzle,YouTube,655,125,Being First Mate isn’t all it’s clucked up to be. ⛵️ https://t.co/X095TK6jwf https://t.co/YNQcdgFlKA
623,3.13,-3.13,4,27.7,0.663,30.83,141,17.96,904.0,10.75,7.21,Likely to fizzle,instagram,664,120,This week’s Hashtag Highlight = #PlantsOnPink with @StellaMariaBaer https://t.co/Sxd3zqZ29b
624,3.13,-3.13,4,27.7,0.663,30.83,141,17.96,904.0,10.75,7.21,Likely to fizzle,instagram,616,144,Sharing scenes of Iraqi life with Ahmad Mousa https://t.co/YDWf7uo4Bt
625,3.13,-3.13,4,27.7,0.663,30.83,147,42.96,2339.0,30.25,12.71,Likely to fizzle,BarackObama,1069,635,It's time to get real about climate change—starting with the @EPA's plan to cut carbon pollution: http://t.co/13KsRw5wgA
626,3.13,-3.13,4,27.7,0.663,30.83,144,31.6,906.0,10.84,20.76,Likely to fizzle,YouTube,736,85,Introducing the last social network you’ll never need. This is #BadInternet’s Hive Mind → https://t.co/Ex7LpSLYzz https:
627,3.14,3.14,48,94.62,3.77,91.48,633,95.39,24112.0,77.67,17.73,Limited spread,rihanna,10144,6984,Happy Birthday America!!! #JULY4th
628,3.14,-3.14,5,52.97,1.121,56.11,161,54.8,35118.0,84.92,30.12,Likely to fizzle,taylorswift13,15402,9858,Just LOOK at the records you broke for me this week. I can't thank you enough. I've never been happier in my life. http:
629,3.14,3.14,6,56.14,1.052,53.0,170,57.6,7993.0,57.82,0.23,Likely to fizzle,KimKardashian,5273,1360,007 https://t.co/rfQEQcVRtD
630,3.15,3.15,8,60.65,1.155,57.51,187,62.09,6711.0,54.29,7.8,Likely to fizzle,TheEllenShow,4643,1034,Starbucks announced that they’re adding real pumpkin to their Pumpkin Spice Latte. My pumpkins have been real since 1958
631,3.16,-3.16,20,79.88,2.327,83.04,264,79.34,5191.0,49.52,29.82,Likely to fizzle,jimmyfallon,3423,884,@PTXofficial great job with the opening tonight! (Of course your song was great as well.) congrats on the album.
632,3.16,-3.16,6,56.14,1.199,59.3,170,57.6,9115.0,60.38,2.78,Likely to fizzle,KimKardashian,6787,1164,#WCW CHRISSY TEIGEN https://t.co/gmkYmajjZQ https://t.co/SK0MZ5e4gS
633,3.17,-3.17,9,62.57,1.39,65.74,178,59.76,8076.0,58.0,1.77,Likely to fizzle,TheEllenShow,6826,625,"Ana-Alecia, you were an inspiration to me. Sending so much love to your family. https://t.co/aQpQnfaovF"
634,3.17,3.17,4,27.7,0.558,24.53,144,31.6,3570.0,40.75,9.15,Likely to fizzle,rihanna,1390,1090,Rose Gold baby!!! #iheartbossybitches #iheartMACgalz #RiRiheartsMAC #Holiday ---&gt; http://t.co/02gUfWr4c7 http://t.co/
